,SF ABF180_1_R1,SF ABF180_1_R2,SF ABF180_1_R3,SF ABF180_2_R1,SF ABF180_2_R2,SF ABF180_2_R3,SF ABF180_3_R1,SF ABF180_3_R2,SF ABF180_3_R3,SF ABF180_4_R1,SF ABF180_4_R2,SF ABF180_4_R3,SF ABF180_5_R1,SF ABF180_5_R2,SF ABF180_5_R3,SF ABF180_6_R1,SF ABF180_6_R2,SF ABF180_6_R3,SF ABF180_7_R1,SF ABF180_7_R2,SF ABF180_7_R3,SF ABF180_8_R1,SF ABF180_8_R2,SF ABF180_8_R3,SF ABF180_9_R1,SF ABF180_9_R2,SF ABF180_9_R3,SF ABF180_10_R1,SF ABF180_10_R2,SF ABF180_10_R3,SF ABF180_11_R1,SF ABF180_11_R2,SF ABF180_11_R3,SF ABF180_12_R1,SF ABF180_12_R2,SF ABF180_12_R3,SF ABF180_13_R1,SF ABF180_13_R2,SF ABF180_13_R3,SF ABF180_14_R1,SF ABF180_14_R2,SF ABF180_14_R3,SF ABF180_15_R1,SF ABF180_15_R2,SF ABF180_15_R3,SF ABF180_16_R1,SF ABF180_16_R2,SF ABF180_16_R3,SF ABF180_17_R1,SF ABF180_17_R2,SF ABF180_17_R3,SF ABF180_18_R1,SF ABF180_18_R2,SF ABF180_18_R3,SF ABF180_19_R1,SF ABF180_19_R2,SF ABF180_19_R3,SF ABF180_20_R1,SF ABF180_20_R2,SF ABF180_20_R3,SF ABF180_21_R1,SF ABF180_21_R2,SF ABF180_21_R3,SF ABF180_22_R1,SF ABF180_22_R2,SF ABF180_22_R3,SF ABF180_23_R1,SF ABF180_23_R2,SF ABF180_23_R3,SF ABF180_24_R1,SF ABF180_24_R2,SF ABF180_24_R3
r20,0.13828164168103196,0.12798312930241212,0.12272988222290708,0.20459776551126307,0.19822713148105955,0.2200734507325569,0.22299688575202578,0.23173924254262346,0.2178286885183568,0.24472790161292057,0.2380967886994231,0.24107110150399527,0.22248579824204906,0.22137578966179344,0.23519420064575525,0.168657073753386,0.21149693242571407,0.19788201146462414,0.19948613122895792,0.2181371949653391,0.20117477010285947,0.2030059710746126,0.17188000745055143,0.210159209390611,0.2283822724862942,0.18565569185535943,0.22767435725332552,0.1988833595809685,0.2284344581231048,0.12259665759111069,0.2335584179488632,0.2341739761617553,0.2299707042893946,0.23616405752123285,0.23209060340256518,0.2338412922806843,0.2261474653423194,0.22707496435897423,0.20656593311086588,0.22652922201581804,0.21923911987941178,0.22583545318214387,0.22659874714217598,0.22715877015358452,0.23692693317851513,0.24892329689531587,0.251098250678721,0.2575490308371949,0.14500431977729902,0.1571664452395681,0.25696790317721263,0.26048124163057973,0.25536860872654715,0.257997151973017,0.2691377446820167,0.2327860164703583,0.20404914219824868,0.2028618100369375,0.2492450573370286,0.2567512364387115,0.20237527416698903,0.2499258288101866,0.24040621199817058,0.25439016343461207,0.26690613729046025,0.2349772590516716,0.2343976994410878,0.22456363812075045,0.23485285609934597,0.24727823864483342,0.20168037135298414,0.24416020935609986
r22,3.824936143246779,3.5572486905993435,3.4154708217093477,5.928542581079202,5.7920765732996475,6.3615101976714685,6.035393256020164,6.150907263442818,5.683482890361201,7.5294969381673615,6.2857964973396925,6.407739308896363,7.962112172505571,6.6996818854621765,8.126162769147271,4.685300990048232,5.618223668139456,5.542779241514971,5.0984064656672015,6.274038835460685,5.781677277891763,5.759331825586928,4.875432835576224,5.9981527485565485,6.8019063587723165,5.20722870978192,6.572800277874688,5.6596067684576825,7.312736975303423,3.4788245485134075,6.588372259834564,7.454731893284028,7.063260859963783,7.460911448415904,7.899449357839232,7.039062211432106,6.736844716819097,6.9967880808112,6.495492911051522,7.015409225539169,6.728058940027709,6.923899840496073,6.88427615365316,6.44209486066479,6.383190483172787,7.042638476192544,7.500703059720818,7.777799947963737,5.752804538089468,6.277127634711532,7.9196414914090925,8.194040815450856,6.687301392247084,6.625732079635986,8.063113810914396,5.918051160041128,6.169031280232367,6.3250075690274326,8.203233562427062,7.812437999018734,6.4224520379021754,8.077414831309822,7.027410332683751,7.892183141789771,8.101947362981086,7.861384798728351,6.555259703226295,6.2089169571655045,7.140623358004105,7.061117899124491,5.101784720433119,6.531199612144264
r23,3.824936143246779,3.5572486905993435,3.4154708217093477,5.928542581079202,5.7920765732996475,6.3615101976714685,6.035393256020164,6.150907263442818,5.683482890361201,7.5294969381673615,6.2857964973396925,6.407739308896363,7.962112172505571,6.6996818854621765,8.126162769147271,4.685300990048232,5.618223668139456,5.542779241514971,5.0984064656672015,6.274038835460685,5.781677277891763,5.759331825586928,4.875432835576224,5.9981527485565485,6.8019063587723165,5.20722870978192,6.572800277874688,5.6596067684576825,7.312736975303423,3.4788245485134075,6.588372259834564,7.454731893284028,7.063260859963783,7.460911448415904,7.899449357839232,7.039062211432106,6.736844716819097,6.9967880808112,6.495492911051522,7.015409225539169,6.728058940027709,6.923899840496073,6.88427615365316,6.44209486066479,6.383190483172787,7.042638476192544,7.500703059720818,7.777799947963737,5.752804538089468,6.277127634711532,7.9196414914090925,8.194040815450856,6.687301392247084,6.625732079635986,8.063113810914396,5.918051160041128,6.169031280232367,6.3250075690274326,8.203233562427062,7.812437999018734,6.4224520379021754,8.077414831309822,7.027410332683751,7.892183141789771,8.101947362981086,7.861384798728351,6.555259703226295,6.2089169571655045,7.140623358004105,7.061117899124491,5.101784720433119,6.531199612144264
r24a,3.824936143246779,3.5572486905993435,3.4154708217093477,5.928542581079202,5.7920765732996475,6.3615101976714685,6.035393256020164,6.150907263442818,5.683482890361201,7.5294969381673615,6.2857964973396925,6.407739308896363,7.962112172505571,6.6996818854621765,8.126162769147271,4.685300990048232,5.618223668139456,5.542779241514971,5.0984064656672015,6.274038835460685,5.781677277891763,5.759331825586928,4.875432835576224,5.9981527485565485,6.8019063587723165,5.20722870978192,6.572800277874688,5.6596067684576825,7.312736975303423,3.4788245485134075,6.588372259834564,7.454731893284028,7.063260859963783,7.460911448415904,7.899449357839232,7.039062211432106,6.736844716819097,6.9967880808112,6.495492911051522,7.015409225539169,6.728058940027709,6.923899840496073,6.88427615365316,6.44209486066479,6.383190483172787,7.042638476192544,7.500703059720818,7.777799947963737,5.752804538089468,6.277127634711532,7.9196414914090925,8.194040815450856,6.687301392247084,6.625732079635986,8.063113810914396,5.918051160041128,6.169031280232367,6.3250075690274326,8.203233562427062,7.812437999018734,6.4224520379021754,8.077414831309822,7.027410332683751,7.892183141789771,8.101947362981086,7.861384798728351,6.555259703226295,6.2089169571655045,7.140623358004105,7.061117899124491,5.101784720433119,6.531199612144264
r25,1.9242408887136568,1.7880028612404377,1.7170062226350524,2.98020551370019,2.9147993600552526,3.1989342076326053,3.030458827998629,3.086507604388209,2.8492689613396545,3.9420693081904945,3.1551607516838893,3.2079305165957823,4.247623537648607,3.4125387220842027,4.34953741248752,2.342928664794366,2.8033205908114436,2.7736033162261142,2.5534799079011075,3.150775065004519,2.903214656615131,2.8869785965315375,2.4438493816520417,3.018496596364834,3.463226246304514,2.6061686783380895,3.311571989602693,2.8381573923966097,3.7986745667756074,1.7452723236418015,3.3134517642779158,3.881480381494979,3.6287797884953235,3.880803587889713,4.183931089228871,3.603227148735646,3.4242737565514716,3.596724417310643,3.3573122410471323,3.607839975639377,3.4509919117407395,3.5471523937418397,3.5220281358852703,3.229060444204347,3.176761422242558,3.5990820841267595,3.9014087305432774,4.067376229995063,3.234666554311886,3.536538344641218,4.171816840263714,4.363136802394803,3.3320219388213093,3.290268836133306,4.259391494883505,2.942395240150468,3.244222854197993,3.331211609484389,4.3756688904403065,4.10866026435619,3.4162710068519964,4.2892463464467525,3.682424481490953,4.153572567556645,4.279887580245735,4.208773882081711,3.2870967045273884,3.1097921019098482,3.681385945943242,3.6101864285838454,2.5310147381847594,3.2629444816328395
r26r,1.900695254533122,1.7692458293589055,1.698464599074295,2.9483370673790117,2.877277213244395,3.1625759900388632,3.0049344280215355,3.064399659054609,2.8342139290215473,3.5874276299768675,3.1306357456558027,3.1998087923005802,3.7144886348569637,3.2871431633779737,3.7766253566597503,2.3423723252538657,2.814903077328012,2.769175925288857,2.544926557766094,3.1232637704561657,2.8784626212766318,2.8723532290553906,2.4315834539241825,2.9796561521917146,3.338680112467803,2.601060031443831,3.2612282882719943,2.821449376061073,3.5140624085278156,1.733552224871606,3.2749204955566484,3.5732515117890484,3.4344810714684604,3.5801078605261902,3.715518268610361,3.43583506269646,3.3125709602676254,3.4000636635005574,3.1381806700043895,3.407569249899792,3.277067028286969,3.376747446754234,3.36224801776789,3.213034416460443,3.2064290609302284,3.4435563920657852,3.5992943291775408,3.710423717968673,2.518137983777582,2.7405892900703144,3.7478246511453777,3.8309040130560543,3.355279453425775,3.3354632435026796,3.8037223160308926,2.9756559198906603,2.9248084260343736,2.9937959595430432,3.8275646719867553,3.7037777346625442,3.0061810310501795,3.7881684848630695,3.344985851192798,3.7386105742331264,3.8220597827353524,3.65261091664664,3.2681629986989065,3.0991248552556563,3.459237412060863,3.450931470540645,2.5707699822483594,3.268255130511425
r27,1.900695254533122,1.7692458293589055,1.698464599074295,2.9483370673790117,2.877277213244395,3.1625759900388632,3.0049344280215355,3.064399659054609,2.8342139290215473,3.5874276299768675,3.1306357456558027,3.1998087923005802,3.7144886348569637,3.2871431633779737,3.7766253566597503,2.3423723252538657,2.814903077328012,2.769175925288857,2.544926557766094,3.1232637704561657,2.8784626212766318,2.8723532290553906,2.4315834539241825,2.9796561521917146,3.338680112467803,2.601060031443831,3.2612282882719943,2.821449376061073,3.5140624085278156,1.733552224871606,3.2749204955566484,3.5732515117890484,3.4344810714684604,3.5801078605261902,3.715518268610361,3.43583506269646,3.3125709602676254,3.4000636635005574,3.1381806700043895,3.407569249899792,3.277067028286969,3.376747446754234,3.36224801776789,3.213034416460443,3.2064290609302284,3.4435563920657852,3.5992943291775408,3.710423717968673,2.518137983777582,2.7405892900703144,3.7478246511453777,3.8309040130560543,3.355279453425775,3.3354632435026796,3.8037223160308926,2.9756559198906603,2.9248084260343736,2.9937959595430432,3.8275646719867553,3.7037777346625442,3.0061810310501795,3.7881684848630695,3.344985851192798,3.7386105742331264,3.8220597827353524,3.65261091664664,3.2681629986989065,3.0991248552556563,3.459237412060863,3.450931470540645,2.5707699822483594,3.268255130511425
r28,0.023545634180534524,0.018757031881532455,0.018541623560757264,0.03186844632117873,0.037522146810858074,0.036358217593742706,0.025524399977093725,0.022107945333599707,0.015055032318106816,0.35464167821362635,0.024525006028086868,0.0081217242952031,0.5331349027916429,0.12539555870622948,0.5729120558277707,0.0005563395405005271,0.0,0.004427390937257968,0.008553350135013892,0.02751129454835316,0.02475203533849863,0.01462536747614722,0.01226592772785931,0.03884044417311951,0.12454613383671047,0.005108646894258547,0.050343701330698924,0.01670801633553698,0.28461215824779174,0.011720098770195498,0.03853126872126676,0.3082288697059306,0.19429871702686322,0.30069572736352296,0.4684128206185093,0.16739208603918607,0.11170279628384555,0.19666075381008608,0.21913157104274342,0.200270725739584,0.1739248834537711,0.1704049469876053,0.1597801181173801,0.016026027743904752,0.0,0.15552569206097433,0.3021144013657368,0.35695251202638995,0.7165285705343037,0.7969490545709038,0.4239921891183374,0.5322327893387475,0.0,0.0,0.4556691788526119,0.0,0.319414428163619,0.33741564994134593,0.5481042184535513,0.4048825296936452,0.4100899758018167,0.5010778615836842,0.3374386302981557,0.4149619933235187,0.4578277975103814,0.5561629654350712,0.018933705828481764,0.010667246654191847,0.22214853388237918,0.1592549580432004,0.0,0.0
r29a,1.900695254533122,1.7692458293589055,1.698464599074295,2.9483370673790117,2.877277213244395,3.1625759900388632,3.0049344280215355,3.064399659054609,2.8342139290215473,3.5874276299768675,3.1306357456558027,3.1998087923005802,3.7144886348569637,3.2871431633779737,3.7766253566597503,2.3423723252538657,2.814903077328012,2.769175925288857,2.544926557766094,3.1232637704561657,2.8784626212766318,2.8723532290553906,2.4315834539241825,2.9796561521917146,3.338680112467803,2.601060031443831,3.2612282882719943,2.821449376061073,3.5140624085278156,1.733552224871606,3.2749204955566484,3.5732515117890484,3.4344810714684604,3.5801078605261902,3.715518268610361,3.43583506269646,3.3125709602676254,3.4000636635005574,3.1381806700043895,3.407569249899792,3.277067028286969,3.376747446754234,3.36224801776789,3.213034416460443,3.2064290609302284,3.4435563920657852,3.5992943291775408,3.710423717968673,2.518137983777582,2.7405892900703144,3.7478246511453777,3.8309040130560543,3.355279453425775,3.3354632435026796,3.8037223160308926,2.9756559198906603,2.9248084260343736,2.9937959595430432,3.8275646719867553,3.7037777346625442,3.0061810310501795,3.7881684848630695,3.344985851192798,3.7386105742331264,3.8220597827353524,3.65261091664664,3.2681629986989065,3.0991248552556563,3.459237412060863,3.450931470540645,2.5707699822483594,3.268255130511425
r31a,0.13828164168103196,0.12798312930241212,0.12272988222290708,0.20459776551126307,0.19822713148105955,0.2200734507325569,0.22299688575202578,0.23173924254262346,0.2178286885183568,0.24472790161292057,0.2380967886994231,0.24107110150399527,0.22248579824204906,0.22137578966179344,0.23519420064575525,0.168657073753386,0.21149693242571407,0.19788201146462414,0.19948613122895792,0.2181371949653391,0.20117477010285947,0.2030059710746126,0.17188000745055143,0.210159209390611,0.2283822724862942,0.18565569185535943,0.22767435725332552,0.1988833595809685,0.2284344581231048,0.12259665759111069,0.2335584179488632,0.2341739761617553,0.2299707042893946,0.23616405752123285,0.23209060340256518,0.2338412922806843,0.2261474653423194,0.22707496435897423,0.20656593311086588,0.22652922201581804,0.21923911987941178,0.22583545318214387,0.22659874714217598,0.22715877015358452,0.23692693317851513,0.24892329689531587,0.251098250678721,0.2575490308371949,0.14500431977729902,0.1571664452395681,0.25696790317721263,0.26048124163057973,0.25536860872654715,0.257997151973017,0.2691377446820167,0.2327860164703583,0.20404914219824868,0.2028618100369375,0.2492450573370286,0.2567512364387115,0.20237527416698903,0.2499258288101866,0.24040621199817058,0.25439016343461207,0.26690613729046025,0.2349772590516716,0.2343976994410878,0.22456363812075045,0.23485285609934597,0.24727823864483342,0.20168037135298414,0.24416020935609986
