rxn,SF ABF180_1_R1,SF ABF180_1_R2,SF ABF180_1_R3,SF ABF180_2_R1,SF ABF180_2_R2,SF ABF180_2_R3,SF ABF180_3_R1,SF ABF180_3_R2,SF ABF180_3_R3,SF ABF180_4_R1,SF ABF180_4_R2,SF ABF180_4_R3,SF ABF180_5_R1,SF ABF180_5_R2,SF ABF180_5_R3,SF ABF180_6_R1,SF ABF180_6_R2,SF ABF180_6_R3,SF ABF180_7_R1,SF ABF180_7_R2,SF ABF180_7_R3,SF ABF180_8_R1,SF ABF180_8_R2,SF ABF180_8_R3,SF ABF180_9_R1,SF ABF180_9_R2,SF ABF180_9_R3,SF ABF180_10_R1,SF ABF180_10_R2,SF ABF180_10_R3,SF ABF180_11_R1,SF ABF180_11_R2,SF ABF180_11_R3,SF ABF180_12_R1,SF ABF180_12_R2,SF ABF180_12_R3,SF ABF180_13_R1,SF ABF180_13_R2,SF ABF180_13_R3,SF ABF180_14_R1,SF ABF180_14_R2,SF ABF180_14_R3,SF ABF180_15_R1,SF ABF180_15_R2,SF ABF180_15_R3,SF ABF180_16_R1,SF ABF180_16_R2,SF ABF180_16_R3,SF ABF180_17_R1,SF ABF180_17_R2,SF ABF180_17_R3,SF ABF180_18_R1,SF ABF180_18_R2,SF ABF180_18_R3,SF ABF180_19_R1,SF ABF180_19_R2,SF ABF180_19_R3,SF ABF180_20_R1,SF ABF180_20_R2,SF ABF180_20_R3,SF ABF180_21_R1,SF ABF180_21_R2,SF ABF180_21_R3,SF ABF180_22_R1,SF ABF180_22_R2,SF ABF180_22_R3,SF ABF180_23_R1,SF ABF180_23_R2,SF ABF180_23_R3,SF ABF180_24_R1,SF ABF180_24_R2,SF ABF180_24_R3
r1,0.9868704478390872,0.9811895248236459,0.9871085418097245,1.0003474042798757,0.9910959897392455,0.9829009064725882,0.9871427842113198,0.986951273128655,1.0030945759570737,0.9921193682195747,0.9919303487963431,0.9916650561416882,0.9802839146612652,0.9688129252087452,0.9616799351065052,0.9974825252195504,0.9988633907902522,0.986603686285366,0.9953578764458376,0.9928152842749071,0.9956292367412225,1.0019864940909287,1.0006180701864658,0.996886937094862,0.9947540113919111,0.9904430648153653,0.9959841195219697,1.009461963494608,0.9987946979399387,1.0057949666253556,1.0223311426002681,1.0098977666831404,1.0165648568945358,1.0123524335215965,1.0241158506026107,1.025755776856636,0.9961323873748952,0.9887126404783508,1.0132214521469785,0.9931991223926331,0.9875151924810517,0.9999650828167529,0.9869907186212885,0.9843990294871248,0.9918941171194716,1.0059685448640845,1.0042869811624715,1.0022795645534204,0.9879628964846207,1.0,0.9840016886772369,1.0113277567348495,1.007539441241124,1.0153420574113914,0.9890713647443095,0.9822174514682132,0.99825012401983,0.9952776654575546,1.0079923037724479,1.0020302427528343,0.9927668962570739,0.9791451652339918,0.9823151004836694,1.0019805793006311,1.0119781059517745,1.016602800864042,0.9832430893328132,0.985803281111135,0.99469012374227,1.0039948632429512,0.9988839365371703,1.002097384156513
r5a,1.0090725489998984,1.0102572733585777,1.0112373450295291,1.001820378324903,1.003789763526334,1.0057924658225412,1.0050229419781247,1.0054314279060996,1.0105136786133972,1.0037393587360492,1.0057869656990839,1.0025270326460465,0.9950607353875387,0.9961422772399646,0.9976434378916108,1.007148532906088,1.0047272715456959,1.0125923896919553,1.0088266068948466,1.0099643774210736,1.0095299638596302,1.0099470908585044,1.0091177043656525,1.004168335790243,1.0074292556889666,1.0037725435681126,1.0070865318668674,1.0136312316169227,1.005872782639208,1.0123844160311148,1.0049535435988708,1.0009805668138385,0.9998454504574421,1.0055124568119125,1.0066763879811031,1.0064644966526566,1.0058419745206144,1.008017136479305,1.004055990135187,1.0007777717005102,1.004407753281823,0.9995017686630498,1.005854587839267,1.0074916463752441,1.009287672032962,1.0051508391252573,1.0066276438473303,1.0074154710698304,0.9950488497547947,1.0,1.003299592234423,1.0055173836116031,1.0026668165245751,1.0047602498032469,1.0058693151944293,1.0048798773914716,1.006340021445451,1.0081657796193435,1.0102720850284888,1.004120274700745,1.0047771950047601,1.0076924411969832,1.0079365879306434,1.004619232467076,1.0002811360253203,1.0052594011975908,0.9952055652461841,1.0012862852633406,0.9996870969258939,1.0019843795901984,1.0013401332012766,1.0035693473660527
r6,0.9810646931426579,0.9846279903271444,0.9769972171342294,0.9907383352834259,0.9936032872211317,0.994859537683123,0.9929043385507309,0.9927163687579366,0.993001294784492,0.9882072315147514,0.9923137505227396,0.9919055206672324,0.9963969463308704,0.9917670584858952,0.9903722879712578,0.9924033821269173,0.9933138547231656,0.9947093409572176,0.9908852519266562,0.9892532413875758,0.9899434504190041,0.9903259407787853,0.994301081365083,0.9927505741049382,0.9903894921678847,0.9901706607371676,0.992768186701043,0.9919375587444833,0.9922423474038751,0.9902832140348768,0.9960803209812614,0.9894283700401703,0.987924174982306,0.9871152401572356,0.9864462132286886,0.9921544343270365,0.9901509558402393,0.9929165218941907,0.9952159271798443,0.9909511537469339,0.9882364813440618,0.9930693828775844,0.9892384377971388,0.9915821345734508,0.9873394072962024,0.9947803382850753,0.9965866727218735,0.9946513992116625,0.9979325485153794,1.0,0.9972821072750446,0.9974923678667816,0.9932587620836307,0.9957961946401575,0.9984060441873419,0.9983255102881269,0.9958517328590824,0.997065969683579,0.9989298111912139,0.9941268749674379,0.9958744568353995,0.9964398204280834,0.9978834361152469,0.9932239238272287,0.9976522735403391,0.9979540513675965,0.9934386587779359,0.9971809192553748,1.0007249957692246,0.9929351376849289,0.99678243522587,0.9967290198259462
r7,1.0015339458479624,0.9997598017891586,1.0005676956557155,1.0028537200784717,0.9990531393509612,0.9995272950629287,1.0042259629100294,1.0041952776057717,1.0072300088846513,1.0024275955158473,1.0046608007333206,1.0051698044474526,0.9988795847844509,1.0007449834813043,1.0030476723155772,1.0038668036503662,0.9970888116044886,0.9991570885203671,1.00240792990058,1.0072629772746686,1.005004349482353,1.0055322631785324,1.0048882043281318,1.0071097031673868,1.0049159446893294,1.0016243257110344,1.0030644124085515,1.005604032477432,1.0072621967079618,1.0060630096937542,0.9937104502788126,0.9945129988376405,0.9983794523802076,0.9942441066399741,1.000982848272623,0.9981866951681523,0.9995873403009509,1.0031667684463064,1.0044901849237262,1.0027689666833777,1.005124820526748,1.000641566427493,1.0009163992229388,1.0017905130260376,1.0017358793300155,0.9940877932781761,0.9981922114523891,1.0028882609096397,0.9959860309857597,1.0,0.9990301056660941,0.9964861523059264,0.996891235106443,0.9935569556066707,1.0016669191985075,0.9977276742567636,0.9963720556336276,0.9983302449853038,0.9931140335140966,0.9943340211254659,0.9972463058606507,0.9974181925242009,0.9966989609161423,0.9986720688602077,0.9992573446182449,0.9975288765658812,0.9921475306108715,0.9972651473429303,0.9885194765682025,0.9991090924610981,1.0021014939477384,0.9991385966642474
r8,1.0015339458479624,0.9997598017891586,1.0005676956557155,1.0028537200784717,0.9990531393509612,0.9995272950629287,1.0042259629100294,1.0041952776057717,1.0072300088846513,1.0024275955158473,1.0046608007333206,1.0051698044474526,0.9988795847844509,1.0007449834813043,1.0030476723155772,1.0038668036503662,0.9970888116044886,0.9991570885203671,1.00240792990058,1.0072629772746686,1.005004349482353,1.0055322631785324,1.0048882043281318,1.0071097031673868,1.0049159446893294,1.0016243257110344,1.0030644124085515,1.005604032477432,1.0072621967079618,1.0060630096937542,0.9937104502788126,0.9945129988376405,0.9983794523802076,0.9942441066399741,1.000982848272623,0.9981866951681523,0.9995873403009509,1.0031667684463064,1.0044901849237262,1.0027689666833777,1.005124820526748,1.000641566427493,1.0009163992229388,1.0017905130260376,1.0017358793300155,0.9940877932781761,0.9981922114523891,1.0028882609096397,0.9959860309857597,1.0,0.9990301056660941,0.9964861523059264,0.996891235106443,0.9935569556066707,1.0016669191985075,0.9977276742567636,0.9963720556336276,0.9983302449853038,0.9931140335140966,0.9943340211254659,0.9972463058606507,0.9974181925242009,0.9966989609161423,0.9986720688602077,0.9992573446182449,0.9975288765658812,0.9921475306108715,0.9972651473429303,0.9885194765682025,0.9991090924610981,1.0021014939477384,0.9991385966642474
r9,1.0056672537049638,1.0092087062416946,1.0037033924995977,1.0156748712089756,1.0086273636502148,1.005260415963654,1.0154073363877834,1.0112828187688048,1.0131559008286726,1.0110475135860453,1.0111864427040658,1.0123606787330135,1.0063025578423934,1.0047558986750256,1.0043077741828976,1.0026838190261045,1.0028557952299726,1.0007315036612585,1.009084751593696,1.0109250258439166,1.0114661160440843,1.0115127267099475,1.011253824035487,1.0153268261344943,1.0112235403826988,1.0110614360320278,1.0162150583188863,1.0138443646047108,1.0108236241351294,1.0054832045921753,1.0055133726262127,1.0065739822556616,1.0054319413092567,1.0003285306844838,1.0053769794371996,1.0099680676399367,1.0092983799251471,1.0132021936532107,1.017445717627426,1.009604227274602,1.008061060039401,1.0149559897022404,1.0077411343350984,0.9991996330143562,1.0140831030319313,0.9966183106993873,1.004921209418786,1.0048291524150657,1.007569161190917,1.0,1.0036733395208985,1.0015467900479391,1.0015202775908418,1.0037114015530488,1.0017503735288844,0.9983206616867611,1.004134513777734,1.0047956801726479,0.997859468548218,1.004429423535519,1.0004733529556644,0.9990769077934852,0.9996980337769473,0.9950645277885309,1.0039282470353477,1.0088337663805682,1.0047816494388726,1.004302048715297,1.014031366907635,1.005358342007961,1.0082337047539285,1.0110373580349366
r10,1.0287385866519756,1.0283257028072892,1.03115820875051,1.0159382058018114,1.016501833519643,1.013487764343331,1.002964792961532,1.0005832794903562,1.0062024645083558,1.002897066490741,1.0004383259491125,1.00244268928143,0.9971881277885055,0.9941023198878568,0.9944691890782649,0.9976805544956814,0.9970730287034529,0.9968744529949065,1.0004056076629742,1.0005555280897436,1.0041156829954327,1.0010582405527544,1.006358264252966,1.0032648347185593,1.0076075944337608,0.9976811941811566,1.0046424243285361,1.002496089090595,1.0044938583402283,1.0038529561688565,0.9935272051578424,0.988335649077603,0.9882008724479341,0.9888088275180849,0.9880496460704854,0.9892710429865347,1.0056812125719845,1.0027336464592376,1.0017102281501444,1.0009332199733227,1.001746965622952,1.005825858883602,1.0029970674658601,1.002868496095121,1.0015860988311276,1.0059596484023643,1.005893756726652,1.006120764033955,1.0039739367834908,1.0,1.006535386168116,0.9969172843922273,0.9912629808419967,0.998285176470869,1.0041468271273815,1.0038564357112572,1.000145541855055,1.00175798255415,1.0010631470022213,0.998549288091951,0.9966164181991086,1.0003266873766015,1.0026376235655639,1.0049572203719255,1.0011524364641702,0.9988653437569819,1.0030159049101548,1.004873023625526,1.0014640599052187,0.9970157972244121,1.0002476760276204,1.0019094947436784
r12a,1.0122518573696615,1.015330776968076,1.017709997027657,1.0026231485304984,1.0037933221557611,0.9972740475122187,0.9974048294406823,0.9913382524458653,0.9975055822045342,0.9969494173892293,0.9962319899622151,0.992187443120696,0.9922653542528816,0.9879707467272206,0.9915253550185186,0.9931670398460146,0.9951851400465191,0.9926751941486576,0.9968306734104246,0.9952651158918252,0.9954855256876692,0.9943278440655023,0.9971665938417442,0.9939870158784562,0.9959328868817431,0.9938164050882995,0.9958397097823486,0.9964964140773566,0.9965085706626475,0.9971576575216842,0.9892099680386778,0.9909578081517408,0.9918120417348992,0.9916542756620959,0.996112561726364,0.9939370304894612,0.9969548753186436,0.9980111571730499,0.9994838446816607,0.9952360311695665,0.9961398071858456,0.995086980028067,0.99810185630129,0.9928732491649478,0.9958884831692031,0.9996461944486005,0.9989222242224307,0.998349511811937,0.9924890352168452,1.0,0.996983333888017,1.0005778762670539,1.0023114037958378,0.9980745984367804,1.0015242603764154,1.0022156552924693,1.0014606601155995,0.9996288270609328,1.0015455153608657,0.9976374846107491,1.002353402822138,1.0006912312351743,1.0022621463902535,0.9993027174003112,0.9984343305072023,1.0004985483456625,1.0019013813572666,1.0032653581743698,1.0029296441536946,0.9967796312274385,0.9974973380987631,0.9981121535925334
r13a,2.022088797441126,2.019590138051718,2.0223209125460535,1.998904556031645,2.0012093357898215,1.9997853672233536,1.9969909041982605,1.9934562284397797,1.995882512775223,1.9929512450114544,1.9898865233277903,1.9828076841032538,1.9895470131152169,1.9650826197878069,1.9789770893287182,1.9833826596017934,1.9860918948707909,1.9908610289098578,1.9967290719556605,1.989858346625721,1.9951938355902803,1.997288477546792,1.9966493865740693,1.9973407556214018,2.006164312191583,1.9861831539117158,1.9935661909377536,1.9920260454415688,1.9949090871464947,1.9995774143767346,1.9659335784362277,1.9788153775223085,1.978669132364682,1.9710766827122197,1.9848299807609555,1.9832403123073163,2.000593517276708,2.0043971812976116,1.98461240593058,1.99516787863899,1.9828938982083018,1.9969124366941111,1.9889520934671292,1.9840774493321556,1.9814570333952308,2.001646277046251,2.0007152974556774,1.9984998938651057,1.9807134363494139,2.0,1.9897141135166625,1.9996912446256416,1.999274635103598,1.9979759937212795,2.0016337259555397,2.0045803081067453,1.9970440341472848,2.0020343916226535,2.0020897537829523,1.9943568007728216,1.9908528811593387,1.9895803519327342,2.005604272654195,2.0050668280949493,1.9931959859753365,1.9945111528579997,1.990367218570643,1.9991091101221232,1.9814744315899167,1.9845390676517793,1.981849330597919,1.984173520535515
r14,1.0032204996160106,1.003840308973384,1.0035803298035741,0.99951659875095,0.9953426458772868,0.9982449961745998,0.9981453494733407,0.9920348882784308,0.9988310012838715,0.9982284289423081,0.9961039287581495,0.9972620238595091,0.9984005723381009,0.9968938175786459,0.9965784010138081,1.0043593216499356,1.0025029567117887,1.0024344454414196,0.9945884729825611,0.9955282393280521,0.997584889338532,0.9964849439066906,0.9951315741323112,0.9957421423183731,0.995512486410202,0.9952217286547925,0.9944166573919455,0.9955035871020765,0.997134053195351,0.998144272012706,0.9968620984664031,0.9937356520443511,0.9936558197301673,0.9957370793101255,0.994734957232771,0.9943707963428713,0.9962952041654377,0.9941946826460673,0.993880540793272,0.993164837085087,0.9935471999458974,0.9904469964552497,0.996728003397999,0.9934403753052777,0.994120030715261,0.9949120755623979,1.0003855524897962,0.9969717390457831,0.9956628247931094,1.0,0.9973269759916624,0.9994553848910985,1.0005933046387028,1.0012735329349893,1.0019399523774628,1.0002457477602726,1.0007515831766192,0.9998632141980245,1.0031769680679512,1.002161401412462,0.9997738384983399,0.9988072034817892,1.0006256471396238,1.0010939822348068,0.9984946502506495,0.998049519009211,1.0001696792733759,1.0010403905941816,0.9982283394936692,0.9990915400502741,0.9964914410313455,0.9971738376257621
