,SF ABF180_1_R1,SF ABF180_1_R2,SF ABF180_1_R3,SF ABF180_2_R1,SF ABF180_2_R2,SF ABF180_2_R3,SF ABF180_3_R1,SF ABF180_3_R2,SF ABF180_3_R3,SF ABF180_4_R1,SF ABF180_4_R2,SF ABF180_4_R3,SF ABF180_5_R1,SF ABF180_5_R2,SF ABF180_5_R3,SF ABF180_6_R1,SF ABF180_6_R2,SF ABF180_6_R3,SF ABF180_7_R1,SF ABF180_7_R2,SF ABF180_7_R3,SF ABF180_8_R1,SF ABF180_8_R2,SF ABF180_8_R3,SF ABF180_9_R1,SF ABF180_9_R2,SF ABF180_9_R3,SF ABF180_10_R1,SF ABF180_10_R2,SF ABF180_10_R3,SF ABF180_11_R1,SF ABF180_11_R2,SF ABF180_11_R3,SF ABF180_12_R1,SF ABF180_12_R2,SF ABF180_12_R3,SF ABF180_13_R1,SF ABF180_13_R2,SF ABF180_13_R3,SF ABF180_14_R1,SF ABF180_14_R2,SF ABF180_14_R3,SF ABF180_15_R1,SF ABF180_15_R2,SF ABF180_15_R3,SF ABF180_16_R1,SF ABF180_16_R2,SF ABF180_16_R3,SF ABF180_17_R1,SF ABF180_17_R2,SF ABF180_17_R3,SF ABF180_18_R1,SF ABF180_18_R2,SF ABF180_18_R3,SF ABF180_19_R1,SF ABF180_19_R2,SF ABF180_19_R3,SF ABF180_20_R1,SF ABF180_20_R2,SF ABF180_20_R3,SF ABF180_21_R1,SF ABF180_21_R2,SF ABF180_21_R3,SF ABF180_22_R1,SF ABF180_22_R2,SF ABF180_22_R3,SF ABF180_23_R1,SF ABF180_23_R2,SF ABF180_23_R3,SF ABF180_24_R1,SF ABF180_24_R2,SF ABF180_24_R3
r15,6.204860277385972,5.402639378406325,5.105467989404784,6.274089084681895,6.247888667202734,6.261645963167964,6.215618566519071,6.2211809559428,6.233687820563701,6.211491360522174,6.2231002426801885,6.211177233665937,8.920706671219198,8.850045241435788,8.914054161929524,6.210592082297808,6.222963133517113,6.199590239947229,6.21728415409015,6.201776851667065,6.205545694804071,6.209361799570039,6.2231859737963156,6.2147583175658605,6.228184019408387,6.23903933839662,6.238559626584367,6.224456419369808,6.220046016672172,5.281017190963934,6.227582018544781,6.20201531445863,6.21374345721447,6.214297203142617,6.215850241488381,6.221333470357623,6.236164941955955,6.223051331707775,6.2387108530876505,6.203064477004215,6.2236310046055845,6.217158071393102,6.218316500828722,6.221250360498847,6.235802400735098,6.245185924180548,6.2534170071875534,6.255942743653171,8.977486697773479,9.025219586332634,8.990171966445697,8.99148752730091,6.272089740388944,6.285117577455662,9.010846071841373,6.278666043029776,8.98806238077492,8.9816467763585,8.996366746019746,6.290690837499674,8.964632894421873,8.981563569038252,8.999000070265904,8.984243121696052,8.978283853679821,8.949874150823428,6.278188551746567,6.283654114200058,6.266002522283185,6.253033823883738,6.245783578617767,6.231665534751498
r16a,4.8544516586137325,4.225198225812946,3.974252486371779,5.967010878293593,5.936294977507801,5.926604842771276,6.004329101747633,5.9768034477697,6.008948154048512,5.659056904541778,6.084720660722839,6.144599050711108,7.849043619623637,7.786870894408462,7.8431902901152135,5.779668838422362,6.007139402157573,5.956598707996806,5.930888156847706,6.166841365580159,6.13852969503587,6.062287086359709,5.845414156279749,6.191233375868134,6.078009398753557,6.0187409845578035,6.063012336364923,6.195882986264805,5.742828830081933,4.338404743443591,6.031209079010599,5.2855452710112365,5.750501814826468,5.283384001099926,4.903863541886287,5.845034149138016,6.05409842329568,5.878767381639435,6.114200945319659,5.778737668536884,6.093876720773271,5.950175607565479,5.944434088028645,6.137384475013287,6.06855665552359,5.858662402672677,5.809800187675689,5.482371645914693,7.8990025434593125,7.941001180809296,7.910163904414706,7.911321424207444,6.131690110105938,6.203812585490386,7.928354386517554,6.114922256136358,7.908307747659503,7.902662863149036,7.915614492230564,6.150284692688768,7.887692894246171,7.90258965169727,7.917931469756504,7.904947304119599,7.899703935368174,7.874707149221196,5.942473194194553,6.0246907030304495,5.764328236977622,6.0943344677791425,5.987610076378506,6.11267342801266
r17,4.8544516586137325,4.225198225812946,3.974252486371779,5.967010878293593,5.936294977507801,5.926604842771276,6.004329101747633,5.9768034477697,6.008948154048512,5.659056904541778,6.084720660722839,6.144599050711108,7.849043619623637,7.786870894408462,7.8431902901152135,5.779668838422362,6.007139402157573,5.956598707996806,5.930888156847706,6.166841365580159,6.13852969503587,6.062287086359709,5.845414156279749,6.191233375868134,6.078009398753557,6.0187409845578035,6.063012336364923,6.195882986264805,5.742828830081933,4.338404743443591,6.031209079010599,5.2855452710112365,5.750501814826468,5.283384001099926,4.903863541886287,5.845034149138016,6.05409842329568,5.878767381639435,6.114200945319659,5.778737668536884,6.093876720773271,5.950175607565479,5.944434088028645,6.137384475013287,6.06855665552359,5.858662402672677,5.809800187675689,5.482371645914693,7.8990025434593125,7.941001180809455,7.910163904414722,7.911321424207444,6.131690110105938,6.203812585490386,7.928354386517554,6.114922256136358,7.908307747659503,7.902662863149036,7.915614492230564,6.150284692688768,7.887692894246171,7.90258965169727,7.917931469756504,7.904947304119599,7.899703935368174,7.874707149221196,5.942473194194553,6.0246907030304495,5.764328236977622,6.0943344677791425,5.987610076378506,6.11267342801266
r18,4.8544516586137325,4.225198225812946,3.974252486371779,5.967010878293593,5.936294977507801,5.926604842771276,6.004329101747633,5.9768034477697,6.008948154048512,5.659056904541778,6.084720660722839,6.144599050711108,7.849043619623637,7.786870894408462,7.8431902901152135,5.779668838422362,6.007139402157573,5.956598707996806,5.930888156847706,6.166841365580159,6.13852969503587,6.062287086359709,5.845414156279749,6.191233375868134,6.078009398753557,6.0187409845578035,6.063012336364923,6.195882986264805,5.742828830081933,4.338404743443591,6.031209079010599,5.2855452710112365,5.750501814826468,5.283384001099926,4.903863541886287,5.845034149138016,6.05409842329568,5.878767381639435,6.114200945319659,5.778737668536884,6.093876720773271,5.950175607565479,5.944434088028645,6.137384475013287,6.06855665552359,5.858662402672677,5.809800187675689,5.482371645914693,7.8990025434593125,7.941001180809455,7.910163904414722,7.911321424207444,6.131690110105938,6.203812585490386,7.928354386517554,6.114922256136358,7.908307747659503,7.902662863149036,7.915614492230564,6.150284692688768,7.887692894246171,7.90258965169727,7.917931469756504,7.904947304119599,7.899703935368174,7.874707149221196,5.942473194194553,6.0246907030304495,5.764328236977622,6.0943344677791425,5.987610076378506,6.11267342801266
r19,2.3702471180824065,2.057456509412095,1.958933867944349,3.598118229285953,3.6285571055221646,3.5716385145237535,4.185911294735514,4.047517364708195,4.0364420579582445,5.1052126232879536,4.672965052154017,5.119215931938854,0.0,0.0,0.0,3.1072767870000004,4.076149159523957,3.9089962801260842,4.658665243000001,5.320835113828141,4.97725772115746,4.51461268991759,3.825161652,5.2355294055630734,4.332661114576897,4.100113611,4.449383082640023,4.824868773835589,4.949070917432379,3.3984925452438026,4.3091255837935,2.914434371651295,3.7782026920079215,3.1503354271010893,2.1187354730264905,2.8178488681308496,4.469081943235791,4.405292098071394,4.598995503451962,4.541239092564012,4.713320996082272,4.092492262015735,4.6360274434386115,5.0115971686292395,4.3993561599789786,4.486194555156299,5.250612521025918,4.642699806109426,0.0,0.0,0.0,0.0,4.601552891696387,4.901886839097019,0.0,4.359896860392871,0.0,0.0,0.0,4.4320114742838586,0.0,0.0,0.0,0.0,0.0,0.0,3.640675068087508,3.986391934270326,3.228820666382571,5.380392858715709,4.453331714999999,4.793132849437369
r20,0.2980077839498518,0.23492072921824658,0.09413395095117111,0.49756349206257744,0.46285282428450025,0.3054141849405367,0.47813809664919205,0.44171153917732286,0.5602352374841933,0.2467617763051478,0.5050321255401846,0.5399098500611452,0.0,0.0,0.0,0.0,0.5676550441022671,0.5145010181143913,0.0,0.6491878391718573,0.672250297826973,0.583183808375903,0.0,0.6696347443431243,0.0,0.0,0.4289262270074163,0.014896883899429305,0.3077044520854082,0.0,0.35907138931434013,0.0,0.0,0.0,0.0,0.0,0.39672023608046736,0.0,0.11267702013498485,0.09782124697249285,0.312969711532676,0.0,0.09253756325709248,0.5360285235118578,0.40873265751326393,0.012434472575322647,0.33044682560552285,0.06624412189860422,0.0,0.0,0.0,0.0,0.461371663202078,0.5818062536280941,0.0,0.6032900367425745,0.0,0.0,0.0,1.5869504799052339,0.0,0.0,0.0,0.0,0.0,0.0,0.33101757232235196,0.4450668536158187,0.0,0.5248030049369065,0.0,0.5012053028713918
r22,1.1647540744034237,1.5599264578060756,1.5778983307951995,5.1695052903058425,5.090389965070695,5.823809458863064,5.372776043211569,5.5181968090726965,4.914985881965471,6.2915589267907635,5.739478511515425,5.892461354822725,4.684728645259683,4.647620640656288,4.68123506543682,2.89651324416688,4.860588500510813,4.8223223976571,3.7281108439505792,5.655905978070194,5.118479368894114,5.150961787742718,3.285149559940827,5.3844726487097025,6.239889118575305,3.9202363918454415,6.07756503416376,4.8757498914330855,6.301962118809785,1.442564235549645,6.0694495942744,6.260046548026242,6.2783234280073055,6.266103835041078,6.265991678378313,6.2775572622615075,6.272453060189534,6.302994155948391,5.9393989180442635,6.2828587652785055,6.2423023657742895,6.299681567093282,6.297328125031022,5.9458900125212475,5.843545510115174,6.262281468587488,6.273776824478753,6.304630243088058,4.714546800556238,4.739613831520922,4.721208497180936,4.721899366845235,6.192384805865073,6.022690757491308,4.732065548906997,5.1858570646279105,4.720100643645815,4.716731474935993,4.7244616992412,6.289444210585523,4.7077965975755784,4.716687778429531,4.72584459523622,4.7180949513761465,4.714965428726278,4.70004601105231,6.0104395473320515,5.5909006375725525,6.229115644666565,6.262342384627056,3.7775585580051017,6.036173973780137
r23,1.1647540744034237,1.5599264578060756,1.5778983307951995,5.1695052903058425,5.090389965070695,5.823809458863064,5.372776043211569,5.5181968090726965,4.914985881965471,6.2915589267907635,5.739478511515425,5.892461354822725,4.684728645259683,4.647620640656288,4.68123506543682,2.89651324416688,4.860588500510813,4.8223223976571,3.7281108439505792,5.655905978070194,5.118479368894114,5.150961787742718,3.285149559940827,5.3844726487097025,6.239889118575305,3.9202363918454415,6.07756503416376,4.8757498914330855,6.301962118809785,1.442564235549645,6.0694495942744,6.260046548026242,6.2783234280073055,6.266103835041078,6.265991678378313,6.2775572622615075,6.272453060189534,6.302994155948391,5.9393989180442635,6.2828587652785055,6.2423023657742895,6.299681567093282,6.297328125031022,5.9458900125212475,5.843545510115174,6.262281468587488,6.273776824478753,6.304630243088058,4.714546800556238,4.739613831520922,4.721208497180936,4.721899366845235,6.192384805865073,6.022690757491308,4.732065548906997,5.1858570646279105,4.720100643645815,4.716731474935993,4.7244616992412,6.289444210585523,4.7077965975755784,4.716687778429531,4.72584459523622,4.7180949513761465,4.714965428726278,4.70004601105231,6.0104395473320515,5.5909006375725525,6.229115644666565,6.262342384627056,3.7775585580051017,6.036173973780137
r24a,8.214014439198332,8.498362108222926,8.498072311691656,9.688009294554522,9.767311371836831,9.990526042762381,9.791817333565556,9.828026944529206,9.785937022799756,9.269723711398823,9.981663188560134,9.980962489441911,10.473641116736914,10.390678804038696,10.465830525334928,9.02647697761676,9.827643494685324,9.86618572930613,9.353367943337334,9.753014546490439,9.803775810418468,10.033422659357443,9.219106730740416,9.89845317265264,9.92536809432369,9.470377131318855,10.0073021736853,9.798578171469979,9.477813570726674,8.613951293907393,9.983319900393498,9.60849343837755,9.761736335828354,9.613883797883467,9.169279755399927,9.841046182308698,9.959210979073926,9.822268040177656,9.923039708803447,9.790752054138245,9.898331365389343,9.856837932872825,9.941862600554941,9.96276249930498,10.136131851408232,9.882679436231996,9.423232058396103,9.23993780175783,10.540305523789648,10.596347848984239,10.55519906938406,10.556743645702156,10.24667293433955,10.010239950483038,10.57947216436459,9.980362419742331,10.552722242823693,10.54518979716875,10.562472248566772,8.83627555156349,10.525214104662055,10.545092104951888,10.565563987160456,10.548238119491494,10.541241450189306,10.507886129482353,9.928489533767285,9.975856072149043,9.75140682397138,9.799078420737613,9.64123326469376,10.054478627515747
r25,5.799259101245241,5.945808265268775,5.942186957619939,5.917367813271164,6.0859176662072345,6.195225965020037,6.001954991311616,6.039205662045695,6.057810642322686,5.751612965288194,6.131568109093775,6.085832533970684,6.525269356419719,6.473582323156537,6.520403215584567,5.9798568192866055,6.119275217838553,6.19005129817265,6.020145461025538,5.903947586743978,6.016951413211355,6.277123454,6.032411747504046,6.040980447369888,6.018553399617465,6.058930062587969,6.073341770854401,6.075246233944928,5.843930127518338,6.041306652671529,6.058695628747036,6.216267358417586,6.1053940240566495,6.233016150150933,6.026331532608838,6.148300036482103,6.007408011447267,6.024169294513552,6.035933813768998,6.0448279195998955,5.939206371799027,6.042576030446788,6.104295514510777,6.053555493732358,6.22819844473411,6.073611560691545,5.8209281008227,5.732793514620885,6.566802497345278,6.601717887626352,6.576081447768769,6.577043746973479,6.244356904393191,5.987329492242099,6.591204028454557,6.151017008623428,6.574538339667639,6.56984548870366,6.580612770993966,4.672373514196762,6.5574002681032555,6.569784624671561,6.582538980502053,6.571744649083445,6.567385596554754,6.546604623667029,6.089587506489225,6.150574793812359,6.107512781766516,5.984481569364691,6.2414801821747625,6.130012517256234
