ID,Entry name
jgi|Aspni7|1111351,G3YBL3
jgi|Aspni7|1111358,G3YBL8
jgi|Aspni7|1111383,G3YBN9
jgi|Aspni7|1111393,G3YBP4
jgi|Aspni7|1111408,G3YBU9
jgi|Aspni7|1111438,G3YBW2
jgi|Aspni7|1111456,G3YBX4
jgi|Aspni7|1111484,G3YC38
jgi|Aspni7|1111488,G3YC39
jgi|Aspni7|1111554,G3YC68
jgi|Aspni7|1111597,G3YCA9
jgi|Aspni7|1111630,G3YCD6
jgi|Aspni7|1111637,G3YCD9
jgi|Aspni7|1111642,G3YCE0
jgi|Aspni7|1111692,G3YCG7
jgi|Aspni7|1111698,G3YCG9
jgi|Aspni7|1111701,G3YCH0
jgi|Aspni7|1111705,G3YCH5
jgi|Aspni7|1111710,G3YCI0
jgi|Aspni7|1111738,G3YCJ2
jgi|Aspni7|1111755,G3YCL7
jgi|Aspni7|1111761,G3YCL9
jgi|Aspni7|1111786,G3YCN8
jgi|Aspni7|1111800,G3YCR7
jgi|Aspni7|1111834,G3YCU0
jgi|Aspni7|1111853,G3YCU6
jgi|Aspni7|1111858,G3YCU7
jgi|Aspni7|1111866,G3YCV0
jgi|Aspni7|1111874,G3YCV5
jgi|Aspni7|1111897,G3YCW5
jgi|Aspni7|1111966,G3YD07
jgi|Aspni7|1111968,G3YD10
jgi|Aspni7|1111981,G3YD21
jgi|Aspni7|1112005,G3YD43
jgi|Aspni7|1112026,G3YD59
jgi|Aspni7|1112033,G3YD63
jgi|Aspni7|1112058,G3YAP4
jgi|Aspni7|1112070,G3YAQ2
jgi|Aspni7|1112086,G3YAQ8
jgi|Aspni7|1112109,G3YAS3
jgi|Aspni7|1112125,G3YAT2
jgi|Aspni7|1112133,G3YAT5
jgi|Aspni7|1112143,G3YAT8
jgi|Aspni7|1112146,G3YAT9
jgi|Aspni7|1112149,G3YAU0
jgi|Aspni7|1112157,G3YAV4
jgi|Aspni7|1112160,G3YAV5
jgi|Aspni7|1112167,G3YAW0
jgi|Aspni7|1112197,G3YAY3
jgi|Aspni7|1112204,G3YAY0
jgi|Aspni7|1112218,G3XPE1
jgi|Aspni7|1112248,G3YB08
jgi|Aspni7|1112253,G3YB09
jgi|Aspni7|1112254,G3YB14
jgi|Aspni7|1112257,G3YB35
jgi|Aspni7|1112298,G3YB88
jgi|Aspni7|1112322,G3YBA4
jgi|Aspni7|1112356,G3YBF5
jgi|Aspni7|1112360,G3YBF8
jgi|Aspni7|1112365,G3YBG2
jgi|Aspni7|1112376,G3YBG7
jgi|Aspni7|1112407,G3YBI2
jgi|Aspni7|1112436,G3YBJ2
jgi|Aspni7|1112450,G3YBJ8
jgi|Aspni7|1112452,G3YBP5
jgi|Aspni7|1112459,G3YBP8
jgi|Aspni7|1112460,G3YBP9
jgi|Aspni7|1112522,G3YBY5
jgi|Aspni7|1112537,G3YBZ2
jgi|Aspni7|1112544,G3YBZ6
jgi|Aspni7|1112553,G3YC01
jgi|Aspni7|1112560,G3YC03
jgi|Aspni7|1112592,G3YC17
jgi|Aspni7|1112597,G3YC19
jgi|Aspni7|1112623,G3YC29
jgi|Aspni7|1112652,G3YC87
jgi|Aspni7|1112718,G3YDF4
jgi|Aspni7|1112725,G3YDG0
jgi|Aspni7|1112728,G3YDG2
jgi|Aspni7|1112743,G3YDH2
jgi|Aspni7|1112771,G3YDK8
jgi|Aspni7|1112777,G3YDL0
jgi|Aspni7|1112786,G3YDL6
jgi|Aspni7|1112810,G3YDN5
jgi|Aspni7|1112817,G3YDN7
jgi|Aspni7|1112846,G3YDQ4
jgi|Aspni7|1112853,G3YDR2
jgi|Aspni7|1112854,G3YDR6
jgi|Aspni7|1112865,G3YDS1
jgi|Aspni7|1112867,G3YDS2
jgi|Aspni7|1112876,G3YDT5
jgi|Aspni7|1112886,G3YDT8
jgi|Aspni7|1112895,G3YDU2
jgi|Aspni7|1112904,G3YDU6
jgi|Aspni7|1112925,G3YDV5
jgi|Aspni7|1112937,G3YDW2
jgi|Aspni7|1112961,G3YDX5
jgi|Aspni7|1112965,G3YDX9
jgi|Aspni7|1112969,G3YDY4
jgi|Aspni7|1112980,G3YDZ2
jgi|Aspni7|1112983,G3YDZ3
jgi|Aspni7|1112989,G3YDZ8
jgi|Aspni7|1112993,G3YE02
jgi|Aspni7|1113000,G3YE05
jgi|Aspni7|1113010,G3YE08
jgi|Aspni7|1113032,G3YE25
jgi|Aspni7|1113087,G3YE59
jgi|Aspni7|1113138,G3YEA2
jgi|Aspni7|1113197,G3YED2
jgi|Aspni7|1113221,G3YEE9
jgi|Aspni7|1113270,G3YEH6
jgi|Aspni7|1113287,G3YEJ5
jgi|Aspni7|1113325,G3YEM5
jgi|Aspni7|1113389,G3YFE9
jgi|Aspni7|1113406,G3YFG1
jgi|Aspni7|1113419,G3YFH7
jgi|Aspni7|1113424,G3YFH8
jgi|Aspni7|1113466,G3YFS7
jgi|Aspni7|1113471,G3YFT6
jgi|Aspni7|1113473,G3YFY9
jgi|Aspni7|1113500,G3YG06
jgi|Aspni7|1113531,G3YG90
jgi|Aspni7|1113539,G3YG93
jgi|Aspni7|1113589,G3YGJ6
jgi|Aspni7|1113616,G3YGR6
jgi|Aspni7|1113629,G3YGT6
jgi|Aspni7|1113654,G3YH21
jgi|Aspni7|1113684,G3YH61
jgi|Aspni7|1113745,G3YHE9
jgi|Aspni7|1113769,G3YHG7
jgi|Aspni7|1113803,G3YHJ9
jgi|Aspni7|1113809,G3YHK8
jgi|Aspni7|1113837,G3YHN0
jgi|Aspni7|1113878,G3YES1
jgi|Aspni7|1113892,G3YET7
jgi|Aspni7|1113915,G3YEV7
jgi|Aspni7|1113924,G3YEW0
jgi|Aspni7|1113926,G3YEW8
jgi|Aspni7|1114009,G3YGQ2
jgi|Aspni7|1114031,G3XWR2
jgi|Aspni7|1114035,G3YF49
jgi|Aspni7|1114072,G3YFC1
jgi|Aspni7|1114074,G3YFC5
jgi|Aspni7|1114182,G3YFT9
jgi|Aspni7|1114242,G3YFW8
jgi|Aspni7|1114245,G3YFW9
jgi|Aspni7|1114272,G3YG26
jgi|Aspni7|1114277,G3YG28
jgi|Aspni7|1114282,G3YG32
jgi|Aspni7|1114297,G3YG40
jgi|Aspni7|1114321,G3YG55
jgi|Aspni7|1114338,G3YG64
jgi|Aspni7|1114350,G3YGD1
jgi|Aspni7|1114396,G3YGM8
jgi|Aspni7|1114412,G3Y3Q9
jgi|Aspni7|1114420,G3YGN8
jgi|Aspni7|1114423,G3YGN9
jgi|Aspni7|1114426,G3YGP0
jgi|Aspni7|1114455,G3YGW2
jgi|Aspni7|1114466,G3YGX6
jgi|Aspni7|1114475,G3YGZ6
jgi|Aspni7|1114499,G3XLX7
jgi|Aspni7|1114501,G3XT47
jgi|Aspni7|1114503,G3XU75
jgi|Aspni7|1114510,G3Y1B7
jgi|Aspni7|1114520,G3XRP0
jgi|Aspni7|1114536,G3XM09
jgi|Aspni7|1114541,G3XM12
jgi|Aspni7|1114543,G3XM14
jgi|Aspni7|1114546,G3XM19
jgi|Aspni7|1114556,G3XM26
jgi|Aspni7|1114574,G3XLR5
jgi|Aspni7|1114580,G3YBJ2
jgi|Aspni7|1114583,G3XM39
jgi|Aspni7|1114588,G3XM41
jgi|Aspni7|1114591,G3XM53
jgi|Aspni7|1114592,G3XM54
jgi|Aspni7|1114598,G3XM57
jgi|Aspni7|1114612,G3XM71
jgi|Aspni7|1114635,G3XMA8
jgi|Aspni7|1114638,G3XMA9
jgi|Aspni7|1114639,G3YDC2
jgi|Aspni7|1114645,G3XMB8
jgi|Aspni7|1114648,G3XMB9
jgi|Aspni7|1114655,G3XMC2
jgi|Aspni7|1114656,G3XMC6
jgi|Aspni7|1114674,G3XMF3
jgi|Aspni7|1114677,G3XMF5
jgi|Aspni7|1114693,G3XMH6
jgi|Aspni7|1114730,G3XMK4
jgi|Aspni7|1114763,G3XMM4
jgi|Aspni7|1114782,G3XMN9
jgi|Aspni7|1114821,G3XMR9
jgi|Aspni7|1114822,G3XMS4
jgi|Aspni7|1114830,G3XMS6
jgi|Aspni7|1114832,G3XMS8
jgi|Aspni7|1114837,G3XMT2
jgi|Aspni7|1114859,G3XMU4
jgi|Aspni7|1114874,G3XMV1
jgi|Aspni7|1114901,G3XMX7
jgi|Aspni7|1114920,G3XMY9
jgi|Aspni7|1114925,G3XMZ4
jgi|Aspni7|1114941,G3XLG1
jgi|Aspni7|1114947,G3XLG3
jgi|Aspni7|1114952,G3XLG5
jgi|Aspni7|1114983,G3XLI1
jgi|Aspni7|1114992,G3XLI8
jgi|Aspni7|1114993,G3XLI9
jgi|Aspni7|1115006,G3XLK1
jgi|Aspni7|1115007,G3XLK2
jgi|Aspni7|1115050,G3XLM8
jgi|Aspni7|1115054,G3XLN1
jgi|Aspni7|1115082,G3XLQ3
jgi|Aspni7|1115094,G3XLR2
jgi|Aspni7|1115095,G3XLR3
jgi|Aspni7|1115106,G3XLS2
jgi|Aspni7|1115148,G3XLV5
jgi|Aspni7|1115166,G3XLW5
jgi|Aspni7|1115179,G3XN50
jgi|Aspni7|1115186,G3XN54
jgi|Aspni7|1115217,G3XN67
jgi|Aspni7|1115218,G3Y464
jgi|Aspni7|1115230,G3XN70
jgi|Aspni7|1115240,G3XN74
jgi|Aspni7|1115259,G3XN95
jgi|Aspni7|1115269,G3XN99
jgi|Aspni7|1115278,G3XNA2
jgi|Aspni7|1115286,G3XNA7
jgi|Aspni7|1115297,G3XNB1
jgi|Aspni7|1115313,G3XNB7
jgi|Aspni7|1115323,G3XNC2
jgi|Aspni7|1115350,G3XNE0
jgi|Aspni7|1115352,G3XND4
jgi|Aspni7|1115362,G3XND7
jgi|Aspni7|1115367,G3XNE1
jgi|Aspni7|1115373,G3XNJ4
jgi|Aspni7|1115381,G3XND0
jgi|Aspni7|1115401,G3XNK6
jgi|Aspni7|1115409,G3XNL1
jgi|Aspni7|1115413,G3XNL4
jgi|Aspni7|1115416,G3XNL6
jgi|Aspni7|1115426,G3XNM3
jgi|Aspni7|1115442,G3XNT6
jgi|Aspni7|1115446,G3XNT7
jgi|Aspni7|1115454,G3XNU0
jgi|Aspni7|1115456,G3XNU2
jgi|Aspni7|1115461,G3XNU4
jgi|Aspni7|1115470,G3XNU8
jgi|Aspni7|1115499,G3XNW7
jgi|Aspni7|1115504,G3XNX2
jgi|Aspni7|1115507,G3XNX3
jgi|Aspni7|1115518,G3XNX9
jgi|Aspni7|1115536,G3XP50
jgi|Aspni7|1115539,G3XP52
jgi|Aspni7|1115557,G3XP64
jgi|Aspni7|1115583,G3XPC7
jgi|Aspni7|1115585,G3XPD0
jgi|Aspni7|1115591,G3XPD2
jgi|Aspni7|1115604,G3XPF0
jgi|Aspni7|1115616,G3XPF5
jgi|Aspni7|1115620,G3XPF7
jgi|Aspni7|1115623,G3XPF9
jgi|Aspni7|1115630,G3Y6Y1
jgi|Aspni7|1115631,G3XPG3
jgi|Aspni7|1115661,G3XPI1
jgi|Aspni7|1115666,G3YDQ5
jgi|Aspni7|1115688,G3XPJ3
jgi|Aspni7|1115692,G3XPJ6
jgi|Aspni7|1115694,G3XPJ7
jgi|Aspni7|1115705,G3XPK2
jgi|Aspni7|1115710,G3XPK4
jgi|Aspni7|1115726,G3XPK9
jgi|Aspni7|1115731,G3XPL2
jgi|Aspni7|1115734,G3XPL3
jgi|Aspni7|1115737,G3XPL6
jgi|Aspni7|1115748,G3XN04
jgi|Aspni7|1115759,G3XN09
jgi|Aspni7|1115767,G3XN13
jgi|Aspni7|1115790,G3XN26
jgi|Aspni7|1115814,G3XN40
jgi|Aspni7|1115815,G3XNY2
jgi|Aspni7|1115826,G3XN85
jgi|Aspni7|1115845,G3XNE3
jgi|Aspni7|1115846,G3XNE6
jgi|Aspni7|1115863,G3XNF4
jgi|Aspni7|1115899,G3XNH4
jgi|Aspni7|1115908,G3XNI1
jgi|Aspni7|1115917,G3XNI8
jgi|Aspni7|1115935,G3XNP3
jgi|Aspni7|1115957,G3XNR3
jgi|Aspni7|1115965,G3XNR8
jgi|Aspni7|1115976,G3XNS5
jgi|Aspni7|1115983,G3XNS8
jgi|Aspni7|1116023,G3XP02
jgi|Aspni7|1116024,G3XP03
jgi|Aspni7|1116028,G3XP04
jgi|Aspni7|1116032,G3XP06
jgi|Aspni7|1116054,G3XP17
jgi|Aspni7|1116072,G3XP23
jgi|Aspni7|1116074,G3XP24
jgi|Aspni7|1116076,G3XP26
jgi|Aspni7|1116087,G3XP33
jgi|Aspni7|1116094,G3XP79
jgi|Aspni7|1116101,G3XP82
jgi|Aspni7|1116124,G3XP91
jgi|Aspni7|1116132,G3XPA5
jgi|Aspni7|1116140,G3XPB7
jgi|Aspni7|1116162,G3XPM8
jgi|Aspni7|1116211,G3XPQ4
jgi|Aspni7|1116217,G3XPQ8
jgi|Aspni7|1116233,G3XPS2
jgi|Aspni7|1116243,G3XPS5
jgi|Aspni7|1116267,G3XPU0
jgi|Aspni7|1116273,G3XPU2
jgi|Aspni7|1116274,G3XPU3
jgi|Aspni7|1116283,G3XPU8
jgi|Aspni7|1116303,G3XPV7
jgi|Aspni7|1116307,G3XPV9
jgi|Aspni7|1116309,G3XPW0
jgi|Aspni7|1116331,G3XPX2
jgi|Aspni7|1116358,G3XPY4
jgi|Aspni7|1116360,G3XPY9
jgi|Aspni7|1116379,G3XQ11
jgi|Aspni7|1116389,G3XQ16
jgi|Aspni7|1116407,G3XQ25
jgi|Aspni7|1116419,G3XQ32
jgi|Aspni7|1116425,G3XQ35
jgi|Aspni7|1116434,G3XQ52
jgi|Aspni7|1116441,G3XQ59
jgi|Aspni7|1116444,G3XQ60
jgi|Aspni7|1116467,G3XQ89
jgi|Aspni7|1116473,G3XQ91
jgi|Aspni7|1116476,G3XQ93
jgi|Aspni7|1116480,G3XQ96
jgi|Aspni7|1116489,G3XQA0
jgi|Aspni7|1116513,G3XQD3
jgi|Aspni7|1116516,G3XQD6
jgi|Aspni7|1116529,G3XQF4
jgi|Aspni7|1116535,G3XQF7
jgi|Aspni7|1116559,G3XT92
jgi|Aspni7|1116561,G3XT93
jgi|Aspni7|1116571,G3XTE8
jgi|Aspni7|1116575,G3XTF0
jgi|Aspni7|1116590,G3XTF6
jgi|Aspni7|1116593,G3XTF7
jgi|Aspni7|1116600,G3Y6K6
jgi|Aspni7|1116602,G3XTF8
jgi|Aspni7|1116605,G3XTF9
jgi|Aspni7|1116608,G3XTG0
jgi|Aspni7|1116614,G3XTG3
jgi|Aspni7|1116617,G3XTG7
jgi|Aspni7|1116622,G3XTH2
jgi|Aspni7|1116628,G3XTH5
jgi|Aspni7|1116634,G3XTI3
jgi|Aspni7|1116647,G3XTJ1
jgi|Aspni7|1116652,G3XTP0
jgi|Aspni7|1116665,G3XTQ4
jgi|Aspni7|1116684,G3XTS2
jgi|Aspni7|1116691,G3XTS6
jgi|Aspni7|1116693,G3XTS8
jgi|Aspni7|1116698,G3XTT0
jgi|Aspni7|1116724,G3XQJ8
jgi|Aspni7|1116739,G3XQR6
jgi|Aspni7|1116766,G3XR06
jgi|Aspni7|1116774,G3XR11
jgi|Aspni7|1116782,G3XR22
jgi|Aspni7|1116788,G3XR29
jgi|Aspni7|1116789,G3XR34
jgi|Aspni7|1116809,G3XR95
jgi|Aspni7|1116811,G3XR99
jgi|Aspni7|1116829,G3XRB9
jgi|Aspni7|1116841,G3XRC6
jgi|Aspni7|1116857,G3XRD8
jgi|Aspni7|1116889,G3XRL1
jgi|Aspni7|1116897,G3XRM0
jgi|Aspni7|1116934,G3XRT7
jgi|Aspni7|1116956,G3XRU7
jgi|Aspni7|1116974,G3XRW4
jgi|Aspni7|1117035,G3XS42
jgi|Aspni7|1117045,G3XS48
jgi|Aspni7|1117050,G3XS49
jgi|Aspni7|1117068,G3XSA9
jgi|Aspni7|1117082,G3XSC0
jgi|Aspni7|1117086,G3XSC3
jgi|Aspni7|1117143,G3XSM5
jgi|Aspni7|1117145,G3XSM6
jgi|Aspni7|1117147,G3XSN1
jgi|Aspni7|1117161,G3XSN6
jgi|Aspni7|1117192,G3XSR8
jgi|Aspni7|1117213,G3XSS7
jgi|Aspni7|1117227,G3XSU4
jgi|Aspni7|1117230,G3XSU7
jgi|Aspni7|1117235,G3XSV2
jgi|Aspni7|1117275,G3XSY2
jgi|Aspni7|1117305,G3XT02
jgi|Aspni7|1117334,G3XT31
jgi|Aspni7|1117337,G3XT38
jgi|Aspni7|1117339,G3XT34
jgi|Aspni7|1117353,G3XT49
jgi|Aspni7|1117390,G3XT75
jgi|Aspni7|1117397,G3XT78
jgi|Aspni7|1117399,G3XT79
jgi|Aspni7|1117410,G3XT84
jgi|Aspni7|1117413,G3XT96
jgi|Aspni7|1117419,G3XTB0
jgi|Aspni7|1117429,G3XTB5
jgi|Aspni7|1117445,G3XTD2
jgi|Aspni7|1117493,G3XTM8
jgi|Aspni7|1117508,G3XTU3
jgi|Aspni7|1117516,G3XTU7
jgi|Aspni7|1117523,G3XTU9
jgi|Aspni7|1117524,G3XTV0
jgi|Aspni7|1117532,G3XTV4
jgi|Aspni7|1117550,G3XTW8
jgi|Aspni7|1117592,G3XQM4
jgi|Aspni7|1117611,G3XNX6
jgi|Aspni7|1117636,G3XQP1
jgi|Aspni7|1117639,G3XQP4
jgi|Aspni7|1117649,G3XQP8
jgi|Aspni7|1117659,G3XQQ2
jgi|Aspni7|1117678,G3XQW3
jgi|Aspni7|1117687,G3XQX1
jgi|Aspni7|1117694,G3XQX5
jgi|Aspni7|1117698,G3XQX7
jgi|Aspni7|1117701,G3XQX8
jgi|Aspni7|1117704,G3XQY3
jgi|Aspni7|1117716,G3XQZ3
jgi|Aspni7|1117738,G3XR47
jgi|Aspni7|1117746,G3XR50
jgi|Aspni7|1117757,G3XR57
jgi|Aspni7|1117777,G3XR66
jgi|Aspni7|1117792,G3XR78
jgi|Aspni7|1117798,G3XR82
jgi|Aspni7|1117813,G3XR90
jgi|Aspni7|1117827,G3XRE3
jgi|Aspni7|1117857,G3XRF6
jgi|Aspni7|1117887,G3XRH0
jgi|Aspni7|1117893,G3XRH3
jgi|Aspni7|1117906,G3XRI0
jgi|Aspni7|1117907,G3XRI1
jgi|Aspni7|1117922,G3XRN6
jgi|Aspni7|1117925,G3XRN7
jgi|Aspni7|1117941,G3XRP3
jgi|Aspni7|1117956,G3XRQ0
jgi|Aspni7|1117974,G3XRQ9
jgi|Aspni7|1117980,G3XRR2
jgi|Aspni7|1117982,G3XRR7
jgi|Aspni7|1118002,G3XRS7
jgi|Aspni7|1118013,G3XRX9
jgi|Aspni7|1118016,G3XRY0
jgi|Aspni7|1118030,G3XRZ4
jgi|Aspni7|1118032,G3XRZ5
jgi|Aspni7|1118070,G3XS19
jgi|Aspni7|1118079,G3XS68
jgi|Aspni7|1118094,G3XS74
jgi|Aspni7|1118111,G3XS84
jgi|Aspni7|1118114,G3XS85
jgi|Aspni7|1118127,G3XS96
jgi|Aspni7|1118133,G3XS99
jgi|Aspni7|1118174,G3XSH7
jgi|Aspni7|1118187,G3XTZ0
jgi|Aspni7|1118194,G3XTZ6
jgi|Aspni7|1118225,G3XU11
jgi|Aspni7|1118238,G3XU18
jgi|Aspni7|1118247,G3XU23
jgi|Aspni7|1118259,G3XU32
jgi|Aspni7|1118261,G3XU38
jgi|Aspni7|1118292,G3XU56
jgi|Aspni7|1118294,G3XU70
jgi|Aspni7|1118310,G3YFT4
jgi|Aspni7|1118321,G3XU82
jgi|Aspni7|1118324,G3XU90
jgi|Aspni7|1118329,G3XU96
jgi|Aspni7|1118337,G3XU99
jgi|Aspni7|1118340,G3XUA0
jgi|Aspni7|1118348,G3XUA8
jgi|Aspni7|1118349,G3XUA9
jgi|Aspni7|1118363,G3XUD1
jgi|Aspni7|1118374,G3XUF2
jgi|Aspni7|1118381,G3XUF6
jgi|Aspni7|1118403,G3XUI0
jgi|Aspni7|1118408,G3XUI3
jgi|Aspni7|1118413,G3XUI4
jgi|Aspni7|1118415,G3XUI7
jgi|Aspni7|1118424,G3XUJ1
jgi|Aspni7|1118428,G3XUJ9
jgi|Aspni7|1118442,G3XUL1
jgi|Aspni7|1118447,G3XUL2
jgi|Aspni7|1118448,G3XUL3
jgi|Aspni7|1118459,G3XUM5
jgi|Aspni7|1118470,G3XUM9
jgi|Aspni7|1118488,G3XUP3
jgi|Aspni7|1118494,G3XUQ2
jgi|Aspni7|1118541,G3XUS9
jgi|Aspni7|1118545,G3XUT0
jgi|Aspni7|1118552,G3XUT2
jgi|Aspni7|1118558,G3XUT5
jgi|Aspni7|1118573,G3XUU1
jgi|Aspni7|1118594,G3XUV1
jgi|Aspni7|1118607,G3XUV9
jgi|Aspni7|1118612,G3Y5Y4
jgi|Aspni7|1118628,G3XUW5
jgi|Aspni7|1118631,G3XUW6
jgi|Aspni7|1118640,G3XUX0
jgi|Aspni7|1118648,G3XUX5
jgi|Aspni7|1118677,G3XUZ4
jgi|Aspni7|1118687,G3XUZ8
jgi|Aspni7|1118699,G3XV02
jgi|Aspni7|1118700,G3XV04
jgi|Aspni7|1118744,G3XV22
jgi|Aspni7|1118755,G3XV26
jgi|Aspni7|1118772,G3XV31
jgi|Aspni7|1118786,G3XV39
jgi|Aspni7|1118819,G3XV54
jgi|Aspni7|1118830,G3XV59
jgi|Aspni7|1118856,G3XV73
jgi|Aspni7|1118863,G3XV74
jgi|Aspni7|1118876,G3YGE1
jgi|Aspni7|1118884,G3XV83
jgi|Aspni7|1118912,G3XV94
jgi|Aspni7|1118913,G3XV95
jgi|Aspni7|1118923,G3XVA4
jgi|Aspni7|1118933,G3XVA7
jgi|Aspni7|1118940,G3XVB0
jgi|Aspni7|1118944,G3XVB2
jgi|Aspni7|1118954,G3XVC0
jgi|Aspni7|1118983,G3XVD3
jgi|Aspni7|1119001,G3XVE7
jgi|Aspni7|1119031,G3XVI4
jgi|Aspni7|1119041,G3XVI8
jgi|Aspni7|1119058,G3XVJ4
jgi|Aspni7|1119110,G3XVM4
jgi|Aspni7|1119135,G3XVS8
jgi|Aspni7|1119136,G3XVS9
jgi|Aspni7|1119145,G3XVT6
jgi|Aspni7|1119167,G3XVY5
jgi|Aspni7|1119170,G3XVY7
jgi|Aspni7|1119183,G3XW02
jgi|Aspni7|1119189,G3XW13
jgi|Aspni7|1119191,G3XW19
jgi|Aspni7|1119201,G3XW02
jgi|Aspni7|1119204,G3XW47
jgi|Aspni7|1119231,G3XW67
jgi|Aspni7|1119237,G3XW74
jgi|Aspni7|1119256,G3XW86
jgi|Aspni7|1119260,G3XW88
jgi|Aspni7|1119261,G3XW89
jgi|Aspni7|1119287,G3XWA6
jgi|Aspni7|1119306,G3XWB4
jgi|Aspni7|1119321,G3XWD0
jgi|Aspni7|1119364,G3XWH2
jgi|Aspni7|1119367,G3XWH6
jgi|Aspni7|1119398,G3XWM0
jgi|Aspni7|1119402,G3XWM2
jgi|Aspni7|1119430,G3Y000
jgi|Aspni7|1119448,G3XWP7
jgi|Aspni7|1119477,G3XWR4
jgi|Aspni7|1119487,G3XWR9
jgi|Aspni7|1119488,G3XWS1
jgi|Aspni7|1119494,G3XWS2
jgi|Aspni7|1119496,G3XWS3
jgi|Aspni7|1119509,G3XWT2
jgi|Aspni7|1119512,G3XWT3
jgi|Aspni7|1119521,G3XWU1
jgi|Aspni7|1119523,G3XWU2
jgi|Aspni7|1119533,G3XM12
jgi|Aspni7|1119542,G3XXA9
jgi|Aspni7|1119561,G3XXC1
jgi|Aspni7|1119580,G3XXD0
jgi|Aspni7|1119615,G3XXE3
jgi|Aspni7|1119648,G3XXG1
jgi|Aspni7|1119655,G3XXG5
jgi|Aspni7|1119702,G3XXL2
jgi|Aspni7|1119754,G3XXP6
jgi|Aspni7|1119760,G3XXP9
jgi|Aspni7|1119766,G3XXQ4
jgi|Aspni7|1119773,G3XXQ7
jgi|Aspni7|1119774,G3XXQ8
jgi|Aspni7|1119789,G3XXR9
jgi|Aspni7|1119791,G3XXS0
jgi|Aspni7|1119801,G3XVN0
jgi|Aspni7|1119807,G3XXS7
jgi|Aspni7|1119819,G3XXT2
jgi|Aspni7|1119826,G3XXT7
jgi|Aspni7|1119832,G3XXU3
jgi|Aspni7|1119844,G3XXV4
jgi|Aspni7|1119850,G3XR21
jgi|Aspni7|1119867,G3XXX0
jgi|Aspni7|1119878,G3XXY4
jgi|Aspni7|1119886,G3XXZ2
jgi|Aspni7|1119903,G3XY06
jgi|Aspni7|1119908,G3XY07
jgi|Aspni7|1119913,G3XY12
jgi|Aspni7|1119939,G3XY28
jgi|Aspni7|1119958,G3XY49
jgi|Aspni7|1119964,G3XY61
jgi|Aspni7|1119969,G3XY63
jgi|Aspni7|1119988,G3XY70
jgi|Aspni7|1119994,G3XY78
jgi|Aspni7|1120004,G3XLY1
jgi|Aspni7|1120024,G3XY95
jgi|Aspni7|1120041,G3XYC3
jgi|Aspni7|1120052,G3Y727
jgi|Aspni7|1120061,G3XYF5
jgi|Aspni7|1120072,G3XYG0
jgi|Aspni7|1120076,G3XYG7
jgi|Aspni7|1120082,G3XYG9
jgi|Aspni7|1120139,G3XWW7
jgi|Aspni7|1120168,G3XWZ0
jgi|Aspni7|1120184,G3XX00
jgi|Aspni7|1120194,G3XX08
jgi|Aspni7|1120198,G3XX15
jgi|Aspni7|1120200,G3XX17
jgi|Aspni7|1120206,G3XX22
jgi|Aspni7|1120210,G3XX24
jgi|Aspni7|1120216,G3XX26
jgi|Aspni7|1120222,G3XX29
jgi|Aspni7|1120225,G3Y3V2
jgi|Aspni7|1120226,G3XX31
jgi|Aspni7|1120239,G3XX38
jgi|Aspni7|1120255,G3XX46
jgi|Aspni7|1120260,G3XX48
jgi|Aspni7|1120273,G3XX57
jgi|Aspni7|1120281,G3XX61
jgi|Aspni7|1120302,G3XX71
jgi|Aspni7|1120315,G3XX77
jgi|Aspni7|1120326,G3XX81
jgi|Aspni7|1120335,G3XX86
jgi|Aspni7|1120341,G3YCA6
jgi|Aspni7|1120342,G3XX91
jgi|Aspni7|1120350,G3XX95
jgi|Aspni7|1120370,G3XZX7
jgi|Aspni7|1120378,G3XZY8
jgi|Aspni7|1120384,G3XZZ8
jgi|Aspni7|1120387,G3Y004
jgi|Aspni7|1120423,G3Y047
jgi|Aspni7|1120427,G3Y052
jgi|Aspni7|1120440,G3Y062
jgi|Aspni7|1120441,G3Y063
jgi|Aspni7|1120443,G3Y070
jgi|Aspni7|1120450,G3Y079
jgi|Aspni7|1120475,G3Y093
jgi|Aspni7|1120513,G3Y0C8
jgi|Aspni7|1120558,G3Y0F7
jgi|Aspni7|1120560,G3Y0G2
jgi|Aspni7|1120588,G3Y0I2
jgi|Aspni7|1120614,G3Y0L0
jgi|Aspni7|1120648,G3XYK5
jgi|Aspni7|1120660,G3XYL4
jgi|Aspni7|1120677,G3XYN7
jgi|Aspni7|1120693,G3XYQ3
jgi|Aspni7|1120701,G3YFR9
jgi|Aspni7|1120718,G3XYS3
jgi|Aspni7|1120740,G3XYU4
jgi|Aspni7|1120744,G3XYV6
jgi|Aspni7|1120765,G3XYX9
jgi|Aspni7|1120768,G3XYY2
jgi|Aspni7|1120777,G3XYY8
jgi|Aspni7|1120783,G3XYZ2
jgi|Aspni7|1120791,G3XZ08
jgi|Aspni7|1120810,G3XZ26
jgi|Aspni7|1120827,G3XZ45
jgi|Aspni7|1120852,G3XZ75
jgi|Aspni7|1120858,G3XZ81
jgi|Aspni7|1120874,G3XZ92
jgi|Aspni7|1120891,G3XZA8
jgi|Aspni7|1120907,G3XZB9
jgi|Aspni7|1120915,G3XZC3
jgi|Aspni7|1120921,G3XZC9
jgi|Aspni7|1120960,G3XZG1
jgi|Aspni7|1120970,G3XZH3
jgi|Aspni7|1120982,G3XZI5
