Transcript,SF ABF93_1-R1,SF ABF93_1-R2,SF ABF93_1-R3,SF ABF93_10-R1,SF ABF93_10-R2,SF ABF93_10-R3,SF ABF93_11-R1,SF ABF93_11-R2,SF ABF93_11-R3,SF ABF93_12-R1,SF ABF93_12-R2,SF ABF93_12-R3,SF ABF93_13-R1,SF ABF93_13-R2,SF ABF93_13-R3,SF ABF93_14-R1,SF ABF93_14-R2,SF ABF93_14-R3,SF ABF93_15-R1,SF ABF93_15-R2,SF ABF93_15-R3,SF ABF93_16-R1,SF ABF93_16-R2,SF ABF93_16-R3,SF ABF93_17-R1,SF ABF93_17-R2,SF ABF93_17-R3,SF ABF93_2-R1,SF ABF93_2-R2,SF ABF93_2-R3,SF ABF93_3-R1,SF ABF93_3-R2,SF ABF93_3-R3,SF ABF93_4-R1,SF ABF93_4-R2,SF ABF93_4-R3,SF ABF93_5-R1,SF ABF93_5-R2,SF ABF93_5-R3,SF ABF93_6-R1,SF ABF93_6-R2,SF ABF93_6-R3,SF ABF93_7-R1,SF ABF93_7-R2,SF ABF93_7-R3,SF ABF93_8-R1,SF ABF93_8-R2,SF ABF93_8-R3,SF ABF93_9-R1,SF ABF93_9-R2,SF ABF93_9-R3
PAND_Tribolium_castaneum,0.11057360055286801,0.11057360055286801,0.002539875604699378,1.2193326883206634,1.152150380096752,1.1594360746371803,0.7839668279198342,0.8074736696613684,1.0066167242570836,1.6446728403593645,1.7638125777470628,1.8289426399447135,1.038761575673808,0.8921332411886662,1.0825155494125778,1.5435256392536283,1.751189495507948,1.6522714581893574,1.1900970283344852,1.3494225293711126,1.3959353144436766,1.0331510711817555,1.255972356599862,0.9238999308914998,0.8107499654457498,0.9044533517622669,1.0383436074637182,0.5496525224602626,0.44104602626123013,0.505635383552177,0.7585304768486526,0.7282056668970285,0.6318485141672426,0.8195372494816863,0.8591546648237735,0.7893462335867313,1.2838192121630962,1.3990722874913617,1.212101174844506,0.800865791292329,0.9414070490670353,0.985135590877678,0.8712956461644783,0.7929387698686938,1.0,0.9622601243953006,0.9185835521769178,1.1210139599170699,0.9772660677263305,1.0304973047684867,0.9688492052522463
BAPAT_Bacillus_cereus,0.04602369115525908,0.04602369115525908,0.04602369115525908,0.8527909226553461,0.8278690938947733,0.6494490503931803,1.028852251985232,1.1413484205129432,1.3923376997543255,1.1608951423834935,1.4233940263089828,1.4518679635529184,1.55975163775305,1.0239686781167472,1.244729136770444,1.1259861726422293,1.1241990727146707,0.9396413097606123,1.0713845859294528,1.129414937633296,0.9858394307053499,1.061953871374829,1.5307300185843662,1.2369589569927015,0.8140693503387804,1.0270002586531441,1.0249351756310077,0.7750587492417595,0.580358745467817,0.7097962347097793,1.1879492487552892,0.8574287300130615,0.7197778528475317,0.7793453958359605,0.8189598277609382,0.7420155799399298,0.7295261308711273,0.7214001879607546,0.8824642372907877,0.6672662019501159,1.108507295215285,0.812976287673843,0.8872548433031388,0.7048270567757459,1.0,0.9055828578318975,0.8528668617457523,1.4638888914457606,0.9830181784375325,1.0861416222614755,0.9959140166992361
1141647,1.1140124485240954,0.9376929364056459,1.037295275219264,0.9424019993084154,0.9817154443431518,1.045223350413379,0.8775030649775235,0.9128210367482946,1.0388560560812299,1.046123982270284,0.842007481688724,1.093846468202823,0.9465389330734651,1.018520323158656,1.016406274559115,1.0601914432114679,1.0279258746974318,1.1200669579705134,0.9361588758605515,0.9531388513407312,0.9267879035553739,0.9356936279903177,0.9646238722454498,0.9306324856181825,1.2174295055169597,0.9473279683128478,1.1150781176322657,1.1954386847316967,1.041671120052812,1.2233865643959638,0.9994624500958789,0.9992644053943605,0.959290811354563,0.947345257929647,0.9494011505454089,1.0321193926629155,1.2198421929521235,1.0675096664675743,1.1141633397252524,1.114993241331615,1.1078306246267016,1.147873377133696,0.9863569205620698,0.9265317028700765,1.0,1.0429379774291914,1.1246597089057246,1.0905850177611518,1.0007403099556758,0.9723539027380466,1.01528087768382
1144933,1.1140124485240954,0.9376929364056459,1.037295275219264,0.9424019993084154,0.9817154443431518,1.045223350413379,0.8775030649775235,0.9128210367482946,1.0388560560812299,1.046123982270284,0.842007481688724,1.093846468202823,0.9465389330734651,1.018520323158656,1.016406274559115,1.0601914432114679,1.0279258746974318,1.1200669579705134,0.9361588758605515,0.9531388513407312,0.9267879035553739,0.9356936279903177,0.9646238722454498,0.9306324856181825,1.2174295055169597,0.9473279683128478,1.1150781176322657,1.1954386847316967,1.041671120052812,1.2233865643959638,0.9994624500958789,0.9992644053943605,0.959290811354563,0.947345257929647,0.9494011505454089,1.0321193926629155,1.2198421929521235,1.0675096664675743,1.1141633397252524,1.114993241331615,1.1078306246267016,1.147873377133696,0.9863569205620698,0.9265317028700765,1.0,1.0429379774291914,1.1246597089057246,1.0905850177611518,1.0007403099556758,0.9723539027380466,1.01528087768382
1147182,1.1140124485240954,0.9376929364056459,1.037295275219264,0.9424019993084154,0.9817154443431518,1.045223350413379,0.8775030649775235,0.9128210367482946,1.0388560560812299,1.046123982270284,0.842007481688724,1.093846468202823,0.9465389330734651,1.018520323158656,1.016406274559115,1.0601914432114679,1.0279258746974318,1.1200669579705134,0.9361588758605515,0.9531388513407312,0.9267879035553739,0.9356936279903177,0.9646238722454498,0.9306324856181825,1.2174295055169597,0.9473279683128478,1.1150781176322657,1.1954386847316967,1.041671120052812,1.2233865643959638,0.9994624500958789,0.9992644053943605,0.959290811354563,0.947345257929647,0.9494011505454089,1.0321193926629155,1.2198421929521235,1.0675096664675743,1.1141633397252524,1.114993241331615,1.1078306246267016,1.147873377133696,0.9863569205620698,0.9265317028700765,1.0,1.0429379774291914,1.1246597089057246,1.0905850177611518,1.0007403099556758,0.9723539027380466,1.01528087768382
1099332,5.613885839736553,4.368825466520308,3.3858397365532378,1.4475850713501646,1.5666849615806804,1.3353457738748629,1.518111964873765,1.0186608122941823,1.4599341383095499,2.277716794731065,1.0096048298572995,1.4780461031833152,0.8946212952799121,1.439901207464325,1.6023600439077936,1.0008232711306255,1.1827661909989022,1.7554884742041712,1.326564215148189,1.3444017563117452,1.2716794731064764,1.2980241492864983,1.7653677277716795,1.3024149286498354,1.5740944017563119,1.6432491767288693,1.6394072447859493,1.4547200878155873,1.7283205268935233,1.7790889132821075,1.4201427003293083,1.2063666300768385,1.524423710208562,1.3090010976948407,1.0085071350164654,1.5691547749725574,1.5384193194291989,1.1953896816684961,1.4237102085620197,3.253293084522503,2.8490669593852913,4.199780461031834,1.2115806805708014,1.3998353457738748,1.0,1.767014270032931,1.9665203073545554,2.179198682766191,1.1341931942919867,1.2766190998902305,1.6501097694840834
1177415,5.613885839736553,4.368825466520308,3.3858397365532378,1.4475850713501646,1.5666849615806804,1.3353457738748629,1.518111964873765,1.0186608122941823,1.4599341383095499,2.277716794731065,1.0096048298572995,1.4780461031833152,0.8946212952799121,1.439901207464325,1.6023600439077936,1.0008232711306255,1.1827661909989022,1.7554884742041712,1.326564215148189,1.3444017563117452,1.2716794731064764,1.2980241492864983,1.7653677277716795,1.3024149286498354,1.5740944017563119,1.6432491767288693,1.6394072447859493,1.4547200878155873,1.7283205268935233,1.7790889132821075,1.4201427003293083,1.2063666300768385,1.524423710208562,1.3090010976948407,1.0085071350164654,1.5691547749725574,1.5384193194291989,1.1953896816684961,1.4237102085620197,3.253293084522503,2.8490669593852913,4.199780461031834,1.2115806805708014,1.3998353457738748,1.0,1.767014270032931,1.9665203073545554,2.179198682766191,1.1341931942919867,1.2766190998902305,1.6501097694840834
43391,1.0263691683569982,1.419371196754564,0.9300202839756594,2.01369168356998,2.3270791075050714,2.382860040567951,0.5750507099391482,0.353448275862069,0.5101419878296146,3.7266734279918867,2.488336713995943,3.1698782961460448,1.1759634888438135,2.1784989858012174,1.637423935091278,2.0557809330628807,2.1942190669371198,2.045131845841785,1.9482758620689655,2.3387423935091283,2.6739350912778903,2.283975659229209,2.3549695740365113,2.207910750507099,1.009634888438134,0.783975659229209,1.412271805273834,0.6764705882352943,0.8514198782961461,0.45892494929006095,0.6790060851926979,0.686105476673428,1.0537525354969575,1.6749492900608522,1.8133874239350916,2.4137931034482762,2.5588235294117654,1.9447261663286006,2.2434077079107504,2.2216024340770795,1.5507099391480732,1.8656186612576064,1.004056795131846,0.9127789046653144,1.0,1.8128803245436105,1.579107505070994,1.2342799188640976,1.9056795131845845,1.9371196754563895,1.6749492900608522
1000708,2.063593683311993,2.2974818608621423,2.559965855740504,0.6790439607341017,0.7575757575757576,0.62569355527102,0.7319675629534784,0.755868544600939,1.0738369611609049,0.8143405889884763,0.9402475458813487,0.9376867264191208,1.0755441741357235,0.9568928723858301,1.0405463081519422,0.917626973965002,0.8083653435766113,1.0042680324370465,0.7733674775928296,0.8711054204011951,0.6820315834400342,0.7208706786171576,0.7306871532223645,0.9125053350405463,1.0968843363209562,1.0580452411438328,0.9419547588561673,1.1933418693982076,1.1540759709773794,0.720443875373453,0.8766538625693555,0.9423815620998721,1.227059325650875,0.8689714041826718,0.9014084507042254,0.873666239863423,0.7985488689714042,0.6470337174562527,0.8433632095603927,0.7580025608194622,0.5966709346991038,0.6325224071702944,0.9816474605207,1.1848058045241145,1.0,1.0985915492957747,0.9876227059325652,0.9483568075117371,0.7737942808365343,0.8420827998292788,0.7528809218950064
1141976,2.3785263484618566,2.374189543385295,2.168635329010898,1.1062905228307354,0.938112153400469,1.1308283901227756,1.031650917367913,1.1713425989791697,0.7893243895709753,0.6291385018623259,1.038893295626983,1.32309628914333,1.3456942336874052,1.2262639674437854,1.187836253276314,0.9778762587943164,1.0508432197544488,1.0931162919023312,1.1004707545868395,1.1509259897916952,0.9799196440888398,1.0318664643399091,1.0237877638294937,1.2425679404055732,1.5297713477721067,1.2648727410677334,1.2794954476479514,1.5017071320182094,1.4519761346392606,1.3201820940819422,1.2557939026072562,1.327855566285005,1.3866309146089117,1.1464512346530558,1.102574493033522,1.2087270658021796,0.9903952269278522,0.9900503517726584,1.0177696923713615,1.0022503103876397,0.9071682301007036,0.8341409159884122,1.1504862739688233,1.3751379500620775,1.0,1.563336322251345,1.3604979997241,1.24274899986205,1.1425110360049662,0.9629172989377845,1.0050437991447096
