Entry name,Transcript
A7U8C7,PAND_Tribolium_castaneum
C2ZAL1,BAPAT_Bacillus_cereus
P3983,HPDH_escherichia_coli
ABF_005934,PAND_Tribolium_castaneum
ABF_005935,BAPAT_Bacillus_cereus
ABF_005936,HPDH_escherichia_coli
G3XLR4,1099770
G3XN52,1099855
G3XN58,1099865
G3XN59,1099869
G3XN64,1099877
G3XN81,1099920
G3XN83,1099926
G3XNA8,1099961
G3XNB4,1099978
G3XND9,1100017
G3XND5,1100027
G3XND8,1100036
G3XNL7,1100089
G3XNL8,1100091
G3XNN1,1100101
G3XNN2,1100105
G3XNT9,1100122
G3XNU3,1100130
G3XNV3,1100147
G3XNV4,1100152
G3XNW1,1100159
G3XNW2,1100163
G3XNX4,1100179
G3XNX7,1100182
G3XNX8,1100187
G3XNY2,1100194
G3XP46,1100202
G3XP56,1100217
G3XP60,1100219
G3XP61,1100221
G3XP74,1100244
G3Y6P0,1100261
G3XPE5,1100270
G3XPF3,1100284
G3XPH0,1100311
G3XPH3,1100317
G3XPK3,1100377
G3XPL7,1100411
G3XN18,1100444
G3XN23,1100457
G3XN46,1100494
G3XN94,1100510
G3XNG4,1100559
G3XNI5,1100584
G3XNP5,1100611
G3XNP6,1100615
G3XNR0,1100627
G3XNS9,1100656
G3XNZ5,1100676
G3XNZ7,1100684
G3XP01,1100693
G3XP05,1100701
G3XP07,1100709
G3XP21,1100736
G3XP22,1100740
G3XP87,1100784
G3XPA2,1100801
G3XPC2,1100820
G3XPM2,1100827
G3XPN9,1100857
G3XPR9,1100900
G3XPS3,1100913
G3XPS7,1100920
G3Y2R4,1100928
G3XPT9,1100937
G3XPU7,1100953
G3XPU9,1100959
G3XPX3,1101005
G3XPX6,1101012
G3XPY2,1101028
G3XQ15,1101057
G3XQ24,1101078
G3XQ28,1101080
G3XQ50,1101098
G3XQ56,1101107
G3XQ62,1101119
G3XQ90,1101138
G3YGZ6,1101177
G3XT91,1101222
G3XTG8,1101287
G3XTP2,1101318
G3XTQ0,1101327
G3XTQ6,1101334
G3XTS9,1101359
G3XQR7,1101406
G3XR05,1101426
G3XR41,1101467
G3XRC1,1101494
G3XRC2,1101499
G3XRD4,1101517
G3XRK8,1101547
G3Y6H6,1101556
G3XRM6,1101570
G3XRM8,1101571
G3YHG2,1101587
G3XRW5,1101641
G3XRX6,1101660
G3XS20,1101661
G3XS52,1101718
G3XS55,1101724
G3XS60,1101728
G3XSA5,1101729
G3XSC8,1101757
G3XSD2,1101763
G3XSE4,1101772
G3XSK8,1101789
G3XSN3,1101819
G3XSP4,1101840
G3YCA9,1101858
G3XST1,1101881
G3XSU2,1101890
G3XSV8,1101910
G3XSW0,1101914
G3XSZ1,1101957
G3XSZ5,1101958
G3XT04,1101973
G3XT14,1101991
G3XT44,1102009
G3XT48,1102016
G3XT50,1102023
G3XT61,1102039
G3XT68,1102044
G3XT69,1102048
G3XT80,1102070
G3XTA8,1102085
G3XTB6,1102097
G3XTJ8,1102128
G3XTK4,1102140
G3XTL9,1102150
G3XTM6,1102159
G3XTN2,1102164
G3XTN4,1102165
G3XTN8,1102172
G3XTV3,1102196
G3XTV9,1102207
G3XQL8,1102243
G3XQN4,1102284
G3XQN5,1102285
G3XQV2,1102333
G3XQZ0,1102374
G3XQZ9,1102400
G3XR58,1102427
G3XRE2,1102491
G3XRG1,1102540
G3XRG3,1102542
G3XRG7,1102548
G3XRG9,1102551
G3XRH8,1102568
G3XRI2,1102578
G3XRI6,1102585
G3XRP0,1102599
G3XRQ1,1102627
G3XRS0,1102657
G3XRS3,1102665
G3XRX7,1102674
G3XRZ9,1102706
G3XS02,1102713
G3XS14,1102724
G3XS66,1102739
G3XS69,1102745
G3XS70,1102748
G3XS78,1102768
G3XS82,1102773
G3XSF7,1102818
G3XSI4,1102844
G3XSI5,1102847
G3XTZ1,1102854
G3XU15,1102893
G3XU17,1102901
G3XU79,1102974
G3XUF9,1103044
G3XUK0,1103090
G3XUN1,1103138
G3XUN2,1103142
G3XUN3,1103143
G3XUP9,1103153
G3XUR1,1103172
G3XUR9,1103182
G3XUS2,1103187
G3XUT6,1103220
G3XUU3,1103239
G3XUV2,1103257
G3XUV5,1103259
G3XUV6,1103263
G3XUW8,1103296
G3XUZ9,1103350
G3XV01,1103358
G3XV07,1103370
G3XV18,1103396
G3XV32,1103437
G3XV36,1103441
G3XV50,1103470
G3XV52,1103473
G3XV65,1103501
G3XV67,1103508
G3XV82,1103531
G3XUS2,1103535
G3XV92,1103565
G3XV93,1103567
G3XVA0,1103576
G3XVA1,1103577
G3XVA2,1103580
G3XVB8,1103608
G3XVC5,1103623
G3XVD2,1103640
G3XVD4,1103644
G3XVH8,1103681
G3XVJ7,1103724
G3XVM3,1103758
G3XVQ9,1103777
G3XVW4,1103804
G3XW35,1103842
G3XW82,1103891
G3XW83,1103892
G3XW90,1103908
G3XW94,1103917
G3Y288,1103934
G3XWE4,1103986
G3XWF9,1104000
G3XWL5,1104041
G3XWM5,1104060
G3XWN1,1104069
G3XWP0,1104083
G3XWP8,1104098
G3XWG7,1104103
G3YG64,1104107
G3XWR5,1104130
G3XWS4,1104148
G3XXB2,1104201
G3XXD6,1104237
G3XXE0,1104257
G3XXF0,1104281
G3XXG9,1104311
G3XXI0,1104320
G3XXM7,1104362
G3XXN7,1104383
G3XXP2,1104390
G3XXQ2,1104411
G3XXS6,1104450
G3XXT6,1104468
G3XXU4,1104480
G3XXV6,1104496
G3XXW3,1104504
G3XXW6,1104508
G3XXZ9,1104539
G3XRZ3,1104546
G3XY31,1104586
G3XY43,1104599
G3XLY5,1104657
G3XY92,1104661
G3XYC7,1104687
G3YDD5,1104694
G3XYE1,1104698
G3XYE2,1104700
G3XYG3,1104717
G3XYG8,1104724
G3XYH4,1104734
G3XYI1,1104743
G3XYJ0,1104757
G3XYJ8,1104771
G3XYJ9,1104775
G3XWX2,1104788
G3XWX9,1104798
G3XWY0,1104802
G3XX32,1104873
G3XX35,1104880
G3XX39,1104887
G3XX55,1104912
G3XX56,1104914
G3XX58,1104921
G3XX72,1104948
G3XX74,1104953
G3XX79,1104961
G3XX80,1104964
G3XXA4,1104995
G3XXA6,1104997
G3Y041,1105058
G3Y058,1105076
G3Y075,1105085
G3Y0A1,1105126
G3Y0A7,1105133
G3Y0B8,1105140
G3Y0E5,1105178
G3Y0E9,1105185
G3Y0F2,1105190
G3Y0F5,1105193
G3Y0G9,1105211
G3Y0H0,1105214
G3Y0H4,1105220
G3Y0K0,1105236
G3Y0K4,1105241
G3Y0K7,1105245
G3Y0K8,1105247
G3XYK9,1105289
G3XYN0,1105307
G3XYS0,1105353
G3XYU3,1105375
G3XYU6,1105381
G3XYX0,1105400
G3XYY7,1105411
G3XYZ6,1105423
G3XZ14,1105435
G3XZ67,1105485
G3XZ87,1105503
G3XZA4,1105521
G3XZA9,1105533
G3XZB1,1105535
G3XZB2,1105538
G3XZD6,1105570
G3XZD9,1105572
G3YGF5,1105592
G3XZG0,1105597
G3XZK2,1105647
G3XZL2,1105659
G3XZL3,1105662
G3XZP0,1105694
G3XZV1,1105749
G3XZW0,1105766
G3XZW2,1105769
G3Y0Y6,1105776
G3Y571,1105791
G3Y102,1105799
G3Y107,1105809
G3Y110,1105816
G3Y166,1105831
G3Y1F1,1105883
G3Y1F3,1105890
G3Y1F6,1105893
G3Y1H1,1105926
G3Y1H4,1105933
G3Y1N6,1105968
G3Y1Q4,1106009
G3Y1Q7,1106016
G3Y1S4,1106045
G3Y1X3,1106057
G3Y1X6,1106063
G3Y1Y1,1106072
G3Y206,1106132
G3Y271,1106171
G3Y273,1106175
G3Y285,1106199
G3Y2B5,1106241
G3Y2L2,1106317
G3Y2R3,1106322
G3Y2R5,1106326
G3Y2S5,1106341
G3Y2S6,1106344
G3Y2T1,1106353
G3Y2T4,1106362
G3Y2T5,1106365
G3YFG5,1106376
G3Y2V0,1106381
G3Y308,1106407
G3Y319,1106427
G3Y320,1106430
G3Y330,1106436
G3Y335,1106437
G3Y386,1106479
G3Y393,1106492
G3Y395,1106497
G3Y3A9,1106520
G3Y3D2,1106564
G3Y3G4,1106607
G3Y3H4,1106632
G3Y3H5,1106635
G3Y3L0,1106705
G3Y3L5,1106710
G3Y3M4,1106729
G3Y3N3,1106738
G3Y3Q0,1106765
G3Y3S4,1106796
G3Y3U5,1106823
G3Y3W0,1106857
G3Y0Q1,1106883
G3Y0R1,1106895
G3Y0T0,1106938
G3Y0T5,1106946
G3Y142,1107066
G3Y143,1107070
G3Y1A1,1107084
G3Y1C9,1107145
G3Y1D2,1107148
G3Y1E1,1107175
G3Y1S6,1107221
G3Y1U1,1107260
G3Y1V4,1107282
G3Y1V5,1107283
G3Y1W0,1107292
G3Y1W2,1107297
G3Y222,1107316
G3Y230,1107331
G3Y245,1107349
G3Y249,1107357
G3Y253,1107361
G3Y260,1107368
G3Y2M9,1107471
G3Y2R0,1107537
G3Y2W1,1107544
G3Y2Y7,1107589
G3Y2Z3,1107601
G3Y2Z5,1107604
G3Y361,1107652
G3Y368,1107670
G3Y369,1107672
G3Y374,1107681
G3Y375,1107682
G3Y379,1107696
G3Y384,1107711
G3Y6A5,1107713
G3Y3W6,1107721
G3Y3Y0,1107737
G3Y3Y6,1107741
G3XX77,1107750
G3Y3Z4,1107757
G3Y4X0,1107765
G3Y3Z9,1107775
G3Y416,1107788
G3Y439,1107835
G3Y453,1107866
G3Y475,1107897
G3Y482,1107906
G3Y4A4,1107931
G3Y4B1,1107935
G3Y4B3,1107939
G3Y4C5,1107950
G3Y4C8,1107956
G3Y4D4,1107971
G3Y4F1,1107996
G3Y4F2,1107998
G3Y4H0,1108036
G3Y4H2,1108044
G3Y4I0,1108064
G3Y4J1,1108091
G3Y4J2,1108095
G3Y4M1,1108157
G3Y4N1,1108173
G3Y4Q0,1108209
G3Y4R8,1108237
G3Y4R9,1108239
G3Y4T6,1108283
G3Y4U3,1108300
G3Y4U4,1108302
G3Y4U6,1108307
G3Y4X9,1108356
G3Y4Y1,1108357
G3Y4Y2,1108359
G3Y4Y3,1108364
G3Y4Z2,1108370
G3Y506,1108385
G3Y514,1108395
G3Y533,1108431
G3Y542,1108438
G3Y543,1108439
G3Y547,1108449
G3Y550,1108451
G3Y565,1108476
G3Y570,1108477
G3Y577,1108495
G3Y583,1108513
G3Y592,1108531
G3Y5A8,1108567
G3Y5B6,1108586
G3Y5C8,1108610
G3Y5D0,1108614
G3Y5D2,1108619
G3Y5E0,1108632
G3Y5E5,1108638
G3Y5G2,1108667
G3Y5M3,1108726
G3Y5N2,1108738
G3Y5N5,1108739
G3Y5N8,1108744
G3Y5S0,1108795
G3Y5T1,1108816
G3Y5Z3,1108914
G3Y5Z9,1108925
G3Y634,1108979
G3Y637,1108986
G3Y640,1108991
G3Y646,1109007
G3Y648,1109012
G3Y664,1109038
G3Y676,1109062
G3Y684,1109076
G3Y699,1109106
G3Y6D3,1109137
G3Y6E3,1109145
G3Y6H0,1109185
G3Y6H8,1109198
G3Y6I0,1109200
G3Y6J5,1109228
G3Y6L9,1109262
G3Y6M9,1109292
G3Y6Q0,1109320
G3Y6R7,1109350
G3Y6R8,1109353
G3Y6R9,1109357
G3Y6S2,1109362
G3Y6S5,1109378
G3Y6T2,1109389
G3Y6U5,1109413
G3Y6X1,1109450
G3Y6X3,1109455
G3Y6X8,1109459
G3Y6Z4,1109502
G3Y703,1109523
G3Y814,1109573
G3Y826,1109585
G3Y884,1109675
G3Y891,1109684
G3XMC4,1109748
G3Y8F7,1109778
G3Y8I7,1109827
G3Y8I8,1109828
G3Y714,1109859
G3Y715,1109864
G3Y725,1109889
G3Y726,1109891
G3Y750,1109942
G3Y767,1109965
G3Y775,1109981
G3Y797,1110019
G3Y7A3,1110032
G3Y7A5,1110038
G3Y7C1,1110075
G3Y7D3,1110101
G3Y7D9,1110114
G3Y7E1,1110120
G3Y7E5,1110129
G3Y7G1,1110157
G3Y7H3,1110178
G3Y7H4,1110181
G3Y7H8,1110186
G3Y7I0,1110193
G3Y7K2,1110219
G3Y7L4,1110225
G3Y7P1,1110246
G3Y7R4,1110277
G3Y7R9,1110280
G3Y7S4,1110290
G3Y7V3,1110337
G3Y7V5,1110343
G3Y7W6,1110364
G3Y7X7,1110381
G3Y8L7,1110385
G3Y7Y1,1110392
G3Y7Y3,1110395
G3Y9T9,1110410
G3Y9V2,1110431
G3Y9V5,1110437
G3YAW9,1110452
G3Y9W6,1110454
G3Y9W7,1110456
G3Y9X2,1110466
G3Y9Y5,1110484
G3YA44,1110566
G3YA56,1110584
G3YA57,1110587
G3YA62,1110598
G3YA70,1110611
G3YA71,1110613
G3Y8J8,1110624
G3Y8L3,1110657
G3Y8M8,1110688
G3Y8N6,1110706
G3Y8N7,1110710
G3Y8R3,1110758
G3Y8R5,1110763
G3Y8W0,1110819
G3Y8W1,1110822
G3Y8X8,1110844
G3Y8Y6,1110860
G3Y910,1110900
G3Y915,1110910
G3Y926,1110933
G3Y929,1110935
G3YCE1,1110955
G3Y945,1110969
G3Y987,1111025
G3Y992,1111028
G3Y9A3,1111051
G3Y9A7,1111059
G3Y9B4,1111074
G3Y9B9,1111091
G3Y9C4,1111100
G3Y9C6,1111104
G3Y9D1,1111115
G3Y9E1,1111136
G3Y9E3,1111142
G3Y9E6,1111150
G3Y9H0,1111187
G3Y9I3,1111210
G3Y9I6,1111218
G3Y9K2,1111244
G3Y9L6,1111265
G3Y9M5,1111277
G3Y9P6,1111317
G3Y9P7,1111320
G3Y9P9,1111322
G3Y9Q9,1111336
G3Y9R4,1111346
G3YAD2,1111412
G3YAG9,1111458
G3YAL0,1111499
G3YAL3,1111506
G3YAM3,1111528
G3YAM4,1111531
G3YAN3,1111547
G3YAP1,1111554
G3YBB4,1111561
G3YBD8,1111586
G3YBE1,1111594
G3YBE4,1111599
G3YBL1,1111620
G3YBL3,1111627
G3YBL8,1111634
G3YBN9,1111659
G3YBP4,1111669
G3YBU9,1111684
G3YBW2,1111714
G3YBX4,1111732
G3YC38,1111760
G3YC39,1111764
G3YC68,1111830
G3YCA9,1111873
G3YCD6,1111906
G3YCD9,1111913
G3YCE0,1111918
G3YCG7,1111968
G3YCG9,1111974
G3YCH0,1111977
G3YCH5,1111981
G3YCI0,1111986
G3YCJ2,1112014
G3YCL7,1112031
G3YCL9,1112037
G3YCN8,1112062
G3YCR7,1112076
G3YCU0,1112110
G3YCU6,1112129
G3YCU7,1112134
G3YCV0,1112142
G3YCV5,1112150
G3YCW5,1112173
G3YD07,1112242
G3YD10,1112244
G3YD21,1112257
G3YD43,1112281
G3YD59,1112302
G3YD63,1112309
G3YAP4,1112334
G3YAQ2,1112346
G3YAQ8,1112362
G3YAS3,1112385
G3YAT2,1112401
G3YAT5,1112409
G3YAT8,1112419
G3YAT9,1112422
G3YAU0,1112425
G3YAV4,1112433
G3YAV5,1112436
G3YAW0,1112443
G3YAY3,1112473
G3YAY0,1112480
G3XPE1,1112494
G3YB08,1112524
G3YB09,1112529
G3YB14,1112530
G3YB35,1112533
G3YB88,1112574
G3YBA4,1112598
G3YBF5,1112632
G3YBF8,1112636
G3YBG2,1112641
G3YBG7,1112652
G3YBI2,1112683
G3YBJ2,1112712
G3YBJ8,1112726
G3YBP5,1112728
G3YBP8,1112735
G3YBP9,1112736
G3YBY5,1112798
G3YBZ2,1112813
G3YBZ6,1112820
G3YC01,1112829
G3YC03,1112836
G3YC17,1112868
G3YC19,1112873
G3YC29,1112899
G3YC87,1112928
G3YDF4,1112994
G3YDG0,1113001
G3YDG2,1113004
G3YDH2,1113019
G3YDK8,1113047
G3YDL0,1113053
G3YDL6,1113062
G3YDN5,1113086
G3YDN7,1113093
G3YDQ4,1113122
G3YDR2,1113129
G3YDR6,1113130
G3YDS1,1113141
G3YDS2,1113143
G3YDT5,1113152
G3YDT8,1113162
G3YDU2,1113171
G3YDU6,1113180
G3YDV5,1113201
G3YDW2,1113213
G3YDX5,1113237
G3YDX9,1113241
G3YDY4,1113245
G3YDZ2,1113256
G3YDZ3,1113259
G3YDZ8,1113265
G3YE02,1113269
G3YE05,1113276
G3YE08,1113286
G3YE25,1113308
G3YE59,1113363
G3YEA2,1113414
G3YED2,1113473
G3YEE9,1113497
G3YEH6,1113546
G3YEJ5,1113563
G3YEM5,1113601
G3YFE9,1113665
G3YFG1,1113682
G3YFH7,1113695
G3YFH8,1113700
G3YFS7,1113742
G3YFT6,1113747
G3YFY9,1113749
G3YG06,1113776
G3YG90,1113807
G3YG93,1113815
G3YGJ6,1113865
G3YGR6,1113892
G3YGT6,1113905
G3YH21,1113930
G3YH61,1113960
G3YHE9,1114021
G3YHG7,1114045
G3YHJ9,1114079
G3YHK8,1114085
G3YHN0,1114113
G3YES1,1114154
G3YET7,1114168
G3YEV7,1114191
G3YEW0,1114200
G3YEW8,1114202
G3YGQ2,1114285
G3XWR2,1114307
G3YF49,1114311
G3YFC1,1114348
G3YFC5,1114350
G3YFT9,1114458
G3YFW8,1114518
G3YFW9,1114521
G3YG26,1114548
G3YG28,1114553
G3YG32,1114558
G3YG40,1114573
G3YG55,1114597
G3YG64,1114614
G3YGD1,1114626
G3YGM8,1114672
G3Y3Q9,1114688
G3YGN8,1114696
G3YGN9,1114699
G3YGP0,1114702
G3YGW2,1114731
G3YGX6,1114742
G3YGZ6,1114751
G3XLX7,1114775
G3XT47,1114777
G3XU75,1114779
G3Y1B7,1114786
G3XRP0,1114796
G3XM09,1114812
G3XM12,1114817
G3XM14,1114819
G3XM19,1114822
G3XM26,1114832
G3XLR5,1114850
G3YBJ2,1114856
G3XM39,1114859
G3XM41,1114864
G3XM53,1114867
G3XM54,1114868
G3XM57,1114874
G3XM71,1114888
G3XMA8,1114911
G3XMA9,1114914
G3YDC2,1114915
G3XMB8,1114921
G3XMB9,1114924
G3XMC2,1114931
G3XMC6,1114932
G3XMF3,1114950
G3XMF5,1114953
G3XMH6,1114969
G3XMK4,1115006
G3XMM4,1115039
G3XMN9,1115058
G3XMR9,1115097
G3XMS4,1115098
G3XMS6,1115106
G3XMS8,1115108
G3XMT2,1115113
G3XMU4,1115135
G3XMV1,1115150
G3XMX7,1115177
G3XMY9,1115196
G3XMZ4,1115201
G3XLG1,1115217
G3XLG3,1115223
G3XLG5,1115228
G3XLI1,1115259
G3XLI8,1115268
G3XLI9,1115269
G3XLK1,1115282
G3XLK2,1115283
G3XLM8,1115326
G3XLN1,1115330
G3XLQ3,1115358
G3XLR2,1115370
G3XLR3,1115371
G3XLS2,1115382
G3XLV5,1115424
G3XLW5,1115442
G3XN50,1115455
G3XN54,1115462
G3XN67,1115493
G3Y464,1115494
G3XN70,1115506
G3XN74,1115516
G3XN95,1115535
G3XN99,1115545
G3XNA2,1115554
G3XNA7,1115562
G3XNB1,1115573
G3XNB7,1115589
G3XNC2,1115599
G3XNE0,1115626
G3XND4,1115628
G3XND7,1115638
G3XNE1,1115643
G3XNJ4,1115649
G3XND0,1115657
G3XNK6,1115677
G3XNL1,1115685
G3XNL4,1115689
G3XNL6,1115692
G3XNM3,1115702
G3XNT6,1115718
G3XNT7,1115722
G3XNU0,1115730
G3XNU2,1115732
G3XNU4,1115737
G3XNU8,1115746
G3XNW7,1115775
G3XNX2,1115780
G3XNX3,1115783
G3XNX9,1115794
G3XP50,1115812
G3XP52,1115815
G3XP64,1115833
G3XPC7,1115859
G3XPD0,1115861
G3XPD2,1115867
G3XPF0,1115880
G3XPF5,1115892
G3XPF7,1115896
G3XPF9,1115899
G3Y6Y1,1115906
G3XPG3,1115907
G3XPI1,1115937
G3YDQ5,1115942
G3XPJ3,1115964
G3XPJ6,1115968
G3XPJ7,1115970
G3XPK2,1115981
G3XPK4,1115986
G3XPK9,1116002
G3XPL2,1116007
G3XPL3,1116010
G3XPL6,1116013
G3XN04,1116024
G3XN09,1116035
G3XN13,1116043
G3XN26,1116066
G3XN40,1116090
G3XNY2,1116091
G3XN85,1116102
G3XNE3,1116121
G3XNE6,1116122
G3XNF4,1116139
G3XNH4,1116175
G3XNI1,1116184
G3XNI8,1116193
G3XNP3,1116211
G3XNR3,1116233
G3XNR8,1116241
G3XNS5,1116252
G3XNS8,1116259
G3XP02,1116299
G3XP03,1116300
G3XP04,1116304
G3XP06,1116308
G3XP17,1116330
G3XP23,1116348
G3XP24,1116350
G3XP26,1116352
G3XP33,1116363
G3XP79,1116370
G3XP82,1116377
G3XP91,1116400
G3XPA5,1116408
G3XPB7,1116416
G3XPM8,1116438
G3XPQ4,1116487
G3XPQ8,1116493
G3XPS2,1116509
G3XPS5,1116519
G3XPU0,1116543
G3XPU2,1116549
G3XPU3,1116550
G3XPU8,1116559
G3XPV7,1116579
G3XPV9,1116583
G3XPW0,1116585
G3XPX2,1116607
G3XPY4,1116634
G3XPY9,1116636
G3XQ11,1116655
G3XQ16,1116665
G3XQ25,1116683
G3XQ32,1116695
G3XQ35,1116701
G3XQ52,1116710
G3XQ59,1116717
G3XQ60,1116720
G3XQ89,1116743
G3XQ91,1116749
G3XQ93,1116752
G3XQ96,1116756
G3XQA0,1116765
G3XQD3,1116789
G3XQD6,1116792
G3XQF4,1116805
G3XQF7,1116811
G3XT92,1116835
G3XT93,1116837
G3XTE8,1116847
G3XTF0,1116851
G3XTF6,1116866
G3XTF7,1116869
G3Y6K6,1116876
G3XTF8,1116878
G3XTF9,1116881
G3XTG0,1116884
G3XTG3,1116890
G3XTG7,1116893
G3XTH2,1116898
G3XTH5,1116904
G3XTI3,1116910
G3XTJ1,1116923
G3XTP0,1116928
G3XTQ4,1116941
G3XTS2,1116960
G3XTS6,1116967
G3XTS8,1116969
G3XTT0,1116974
G3XQJ8,1117000
G3XQR6,1117015
G3XR06,1117042
G3XR11,1117050
G3XR22,1117058
G3XR29,1117064
G3XR34,1117065
G3XR95,1117085
G3XR99,1117087
G3XRB9,1117105
G3XRC6,1117117
G3XRD8,1117133
G3XRL1,1117165
G3XRM0,1117173
G3XRT7,1117210
G3XRU7,1117232
G3XRW4,1117250
G3XS42,1117311
G3XS48,1117321
G3XS49,1117326
G3XSA9,1117344
G3XSC0,1117358
G3XSC3,1117362
G3XSM5,1117419
G3XSM6,1117421
G3XSN1,1117423
G3XSN6,1117437
G3XSR8,1117468
G3XSS7,1117489
G3XSU4,1117503
G3XSU7,1117506
G3XSV2,1117511
G3XSY2,1117551
G3XT02,1117581
G3XT31,1117610
G3XT38,1117613
G3XT34,1117615
G3XT49,1117629
G3XT75,1117666
G3XT78,1117673
G3XT79,1117675
G3XT84,1117686
G3XT96,1117689
G3XTB0,1117695
G3XTB5,1117705
G3XTD2,1117721
G3XTM8,1117769
G3XTU3,1117784
G3XTU7,1117792
G3XTU9,1117799
G3XTV0,1117800
G3XTV4,1117808
G3XTW8,1117826
G3XQM4,1117868
G3XNX6,1117887
G3XQP1,1117912
G3XQP4,1117915
G3XQP8,1117925
G3XQQ2,1117935
G3XQW3,1117954
G3XQX1,1117963
G3XQX5,1117970
G3XQX7,1117974
G3XQX8,1117977
G3XQY3,1117980
G3XQZ3,1117992
G3XR47,1118014
G3XR50,1118022
G3XR57,1118033
G3XR66,1118053
G3XR78,1118068
G3XR82,1118074
G3XR90,1118089
G3XRE3,1118103
G3XRF6,1118133
G3XRH0,1118163
G3XRH3,1118169
G3XRI0,1118182
G3XRI1,1118183
G3XRN6,1118198
G3XRN7,1118201
G3XRP3,1118217
G3XRQ0,1118232
G3XRQ9,1118250
G3XRR2,1118256
G3XRR7,1118258
G3XRS7,1118278
G3XRX9,1118289
G3XRY0,1118292
G3XRZ4,1118306
G3XRZ5,1118308
G3XS19,1118346
G3XS68,1118355
G3XS74,1118370
G3XS84,1118387
G3XS85,1118390
G3XS96,1118403
G3XS99,1118409
G3XSH7,1118450
G3XTZ0,1118463
G3XTZ6,1118470
G3XU11,1118501
G3XU18,1118514
G3XU23,1118523
G3XU32,1118535
G3XU38,1118537
G3XU56,1118568
G3XU70,1118570
G3YFT4,1118586
G3XU82,1118597
G3XU90,1118600
G3XU96,1118605
G3XU99,1118613
G3XUA0,1118616
G3XUA8,1118624
G3XUA9,1118625
G3XUD1,1118639
G3XUF2,1118650
G3XUF6,1118657
G3XUI0,1118679
G3XUI3,1118684
G3XUI4,1118689
G3XUI7,1118691
G3XUJ1,1118700
G3XUJ9,1118704
G3XUL1,1118718
G3XUL2,1118723
G3XUL3,1118724
G3XUM5,1118735
G3XUM9,1118746
G3XUP3,1118764
G3XUQ2,1118770
G3XUS9,1118817
G3XUT0,1118821
G3XUT2,1118828
G3XUT5,1118834
G3XUU1,1118849
G3XUV1,1118870
G3XUV9,1118883
G3Y5Y4,1118888
G3XUW5,1118904
G3XUW6,1118907
G3XUX0,1118916
G3XUX5,1118924
G3XUZ4,1118953
G3XUZ8,1118963
G3XV02,1118975
G3XV04,1118976
G3XV22,1119020
G3XV26,1119031
G3XV31,1119048
G3XV39,1119062
G3XV54,1119095
G3XV59,1119106
G3XV73,1119132
G3XV74,1119139
G3YGE1,1119152
G3XV83,1119160
G3XV94,1119188
G3XV95,1119189
G3XVA4,1119199
G3XVA7,1119209
G3XVB0,1119216
G3XVB2,1119220
G3XVC0,1119230
G3XVD3,1119259
G3XVE7,1119277
G3XVI4,1119307
G3XVI8,1119317
G3XVJ4,1119334
G3XVM4,1119386
G3XVS8,1119411
G3XVS9,1119412
G3XVT6,1119421
G3XVY5,1119443
G3XVY7,1119446
G3XW02,1119459
G3XW13,1119465
G3XW19,1119467
G3XW02,1119477
G3XW47,1119480
G3XW67,1119507
G3XW74,1119513
G3XW86,1119532
G3XW88,1119536
G3XW89,1119537
G3XWA6,1119563
G3XWB4,1119582
G3XWD0,1119597
G3XWH2,1119640
G3XWH6,1119643
G3XWM0,1119674
G3XWM2,1119678
G3Y000,1119706
G3XWP7,1119724
G3XWR4,1119753
G3XWR9,1119763
G3XWS1,1119764
G3XWS2,1119770
G3XWS3,1119772
G3XWT2,1119785
G3XWT3,1119788
G3XWU1,1119797
G3XWU2,1119799
G3XM12,1119809
G3XXA9,1119818
G3XXC1,1119837
G3XXD0,1119856
G3XXE3,1119891
G3XXG1,1119924
G3XXG5,1119931
G3XXL2,1119978
G3XXP6,1120030
G3XXP9,1120036
G3XXQ4,1120042
G3XXQ7,1120049
G3XXQ8,1120050
G3XXR9,1120065
G3XXS0,1120067
G3XVN0,1120077
G3XXS7,1120083
G3XXT2,1120095
G3XXT7,1120102
G3XXU3,1120108
G3XXV4,1120120
G3XR21,1120126
G3XXX0,1120143
G3XXY4,1120154
G3XXZ2,1120162
G3XY06,1120179
G3XY07,1120184
G3XY12,1120189
G3XY28,1120215
G3XY49,1120234
G3XY61,1120240
G3XY63,1120245
G3XY70,1120264
G3XY78,1120270
G3XLY1,1120280
G3XY95,1120300
G3XYC3,1120317
G3Y727,1120328
G3XYF5,1120337
G3XYG0,1120348
G3XYG7,1120352
G3XYG9,1120358
G3XWW7,1120415
G3XWZ0,1120444
G3XX00,1120460
G3XX08,1120470
G3XX15,1120474
G3XX17,1120476
G3XX22,1120482
G3XX24,1120486
G3XX26,1120492
G3XX29,1120498
G3Y3V2,1120501
G3XX31,1120502
G3XX38,1120515
G3XX46,1120531
G3XX48,1120536
G3XX57,1120549
G3XX61,1120557
G3XX71,1120578
G3XX77,1120591
G3XX81,1120602
G3XX86,1120611
G3YCA6,1120617
G3XX91,1120618
G3XX95,1120626
G3XZX7,1120646
G3XZY8,1120654
G3XZZ8,1120660
G3Y004,1120663
G3Y047,1120699
G3Y052,1120703
G3Y062,1120716
G3Y063,1120717
G3Y070,1120719
G3Y079,1120726
G3Y093,1120751
G3Y0C8,1120789
G3Y0F7,1120834
G3Y0G2,1120836
G3Y0I2,1120864
G3Y0L0,1120890
G3XYK5,1120924
G3XYL4,1120936
G3XYN7,1120953
